Store,DayOfWeek,Month,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,CompetitionDistance,Promo2
308,5,4,7480,830,1,0,0,0,1070.0,1
953,3,2,5580,548,1,1,0,0,19830.0,1
800,5,12,6865,574,1,1,0,0,2020.0,0
194,2,4,3872,341,1,1,0,0,16970.0,1
989,6,5,3423,357,1,0,0,0,1640.0,1
1073,6,1,4267,533,1,0,0,0,1710.0,1
703,5,10,3538,392,1,1,0,0,80.0,0
302,6,10,3447,316,1,0,0,0,2190.0,1
540,5,4,4994,362,1,0,0,0,810.0,1
772,3,2,3414,482,1,0,0,0,1850.0,0
972,3,1,3378,389,1,1,0,0,14960.0,0
43,2,10,7524,634,1,1,0,1,4880.0,1
793,6,8,3630,398,1,0,0,0,2710.0,0
1015,5,4,5524,512,1,0,0,1,9910.0,1
138,4,1,0,0,0,0,1,1,25360.0,0
393,1,10,7859,738,1,1,0,1,4820.0,0
1036,4,4,5194,492,1,1,0,0,9560.0,1
128,3,9,6011,559,1,0,0,0,2000.0,1
558,4,6,3487,487,1,1,0,1,3000.0,0
944,6,6,8208,1297,1,0,0,0,1670.0,0
423,2,3,7607,1402,1,0,0,0,1270.0,0
452,1,7,7456,600,1,1,0,1,1850.0,1
924,7,4,0,0,0,0,0,0,6420.0,1
611,4,8,5895,504,1,1,0,1,8080.0,1
834,1,7,4966,649,1,0,0,1,3470.0,0
144,2,2,6289,629,1,0,0,0,16570.0,0
20,7,3,0,0,0,0,0,0,2340.0,1
164,7,2,0,0,0,0,0,0,1160.0,1
159,3,3,5195,564,1,0,0,0,8530.0,0
1006,1,11,5911,839,1,0,0,0,3890.0,1
1081,2,9,7277,1111,1,1,0,0,400.0,0
609,4,3,3840,465,1,0,0,0,2070.0,0
905,7,7,0,0,0,0,0,0,90.0,0
127,7,9,0,0,0,0,0,0,1350.0,1
728,7,9,0,0,0,0,0,0,13990.0,1
608,7,12,0,0,0,0,0,0,18370.0,1
327,2,5,8365,993,1,1,0,0,1390.0,0
640,7,6,0,0,0,0,0,0,8040.0,0
1004,1,7,8116,614,1,1,0,0,970.0,1
1010,6,9,9234,884,1,0,0,0,4610.0,1
766,1,4,9094,673,1,1,0,0,9820.0,0
1108,4,7,7301,727,1,1,0,0,540.0,0
319,6,9,4662,576,1,0,0,0,570.0,1
222,7,11,0,0,0,0,0,0,2170.0,0
959,5,2,8938,878,1,0,0,0,1060.0,0
588,3,9,5221,653,1,0,0,0,15720.0,0
253,2,12,11159,1089,1,1,0,0,250.0,1
921,1,12,9880,1192,1,0,0,0,840.0,0
471,5,10,7554,681,1,0,0,0,5300.0,1
926,2,3,14540,817,1,1,0,1,5150.0,1
697,4,7,11477,945,1,1,0,1,3780.0,1
684,5,4,0,0,0,1,2,1,680.0,1
453,4,7,11732,1353,1,1,0,1,75860.0,0
351,3,10,6256,536,1,1,0,0,5290.0,1
907,3,11,5560,689,1,0,0,0,250.0,0
1106,6,1,2819,330,1,0,0,0,5330.0,1
271,7,9,0,0,0,0,0,0,420.0,1
474,7,10,0,0,0,0,0,0,14810.0,1
826,7,9,0,0,0,0,0,0,7980.0,0
677,7,3,0,0,0,0,0,0,1740.0,1
726,6,5,4678,502,1,0,0,0,40540.0,0
196,6,5,4048,599,1,0,0,0,3850.0,1
113,5,4,6505,633,1,0,0,1,20930.0,0
372,2,11,9019,729,1,1,0,0,4880.0,1
481,2,8,3404,346,1,0,0,1,7470.0,1
470,1,5,15361,1849,1,1,0,0,50.0,0
346,4,2,6095,563,1,1,0,0,8090.0,0
309,5,12,8532,684,1,1,0,0,8740.0,1
76,6,1,7848,815,1,0,0,0,19960.0,0
776,1,1,5596,651,1,1,0,1,700.0,1
77,4,6,5396,520,1,0,0,0,1090.0,1
427,6,4,5658,654,1,0,0,0,70.0,1
742,5,11,7640,901,1,1,0,0,4380.0,0
1065,5,4,4134,495,1,0,0,1,1290.0,1
552,2,6,5857,640,1,0,0,0,4260.0,1
109,1,8,8146,851,1,1,0,1,3300.0,0
28,4,11,4567,529,1,1,0,0,1200.0,1
369,7,8,0,0,0,0,0,1,5870.0,0
355,2,3,10742,1282,1,1,0,0,9720.0,0
797,6,10,3190,343,1,0,0,0,2090.0,1
491,7,6,0,0,0,0,0,0,4680.0,1
1106,2,8,4458,566,1,0,0,0,5330.0,1
372,7,8,0,0,0,0,0,0,4880.0,1
184,3,3,7028,646,1,1,0,0,3560.0,0
1030,7,1,0,0,0,0,0,0,36410.0,0
678,2,3,5714,721,1,0,0,0,3250.0,1
1111,2,3,6569,594,1,1,0,1,1900.0,1
689,7,9,0,0,0,0,0,0,15040.0,0
374,3,4,5763,759,1,0,0,1,1150.0,0
504,5,7,5932,854,1,0,0,1,820.0,0
425,6,10,1693,253,1,0,0,0,1460.0,0
942,7,10,0,0,0,0,0,0,6860.0,1
431,7,1,0,0,0,0,0,0,4520.0,0
949,2,3,3426,367,1,0,0,0,870.0,0
1070,3,5,7873,893,1,1,0,0,400.0,0
526,6,4,6195,950,1,0,0,0,120.0,1
780,6,2,2583,299,1,0,0,0,18160.0,0
207,6,2,8562,1030,1,0,0,0,6870.0,0
843,7,4,0,0,0,0,0,0,60.0,0
974,2,7,15228,1841,1,1,0,0,150.0,1
185,6,12,8020,552,1,0,0,0,1860.0,0
607,5,5,5770,595,1,1,0,0,350.0,1
1014,1,4,0,0,0,0,2,1,210.0,1
747,2,1,8969,746,1,1,0,0,45740.0,0
552,2,10,11546,903,1,1,0,0,4260.0,1
45,4,11,5900,437,1,1,0,0,9710.0,0
629,1,11,10760,899,1,1,0,0,510.0,1
205,1,4,5674,807,1,0,0,0,110.0,0
332,7,9,0,0,0,0,0,0,1840.0,0
807,7,8,0,0,0,0,0,1,3870.0,0
723,4,12,9580,727,1,1,0,0,5650.0,1
815,4,7,7983,666,1,1,0,0,590.0,1
1057,3,1,6323,576,1,1,0,0,3230.0,0
7,5,5,9488,1025,1,1,0,0,24000.0,0
82,5,11,10917,979,1,1,0,0,22390.0,1
599,2,9,8432,737,1,1,0,0,580.0,0
342,4,6,0,0,0,1,1,1,15770.0,1
300,5,5,6024,793,1,0,0,0,120.0,1
211,2,3,11311,1412,1,0,0,0,350.0,0
763,2,5,5671,583,1,0,0,0,32240.0,0
550,3,1,5764,471,1,1,0,1,50.0,0
935,7,6,0,0,0,0,0,0,22350.0,0
982,7,1,0,0,0,0,0,0,21930.0,0
739,5,5,10755,813,1,0,0,1,2770.0,1
766,3,1,4891,447,1,0,0,1,9820.0,0
543,6,6,1590,142,1,0,0,0,1080.0,0
606,3,3,7816,769,1,1,0,1,2260.0,0
332,6,7,1607,232,1,0,0,0,1840.0,0
753,3,12,10061,816,1,1,0,0,540.0,1
222,4,8,3629,501,1,0,0,0,2170.0,0
832,5,10,7688,692,1,0,0,1,5070.0,1
304,6,5,5611,823,1,0,0,0,1950.0,0
876,7,6,0,0,0,0,0,0,21790.0,1
190,1,5,9118,769,1,1,0,0,1470.0,1
506,5,5,5832,732,1,0,0,0,1850.0,1
1024,4,10,7451,930,1,1,0,0,1990.0,0
678,2,7,9173,1011,1,1,0,0,3250.0,1
308,5,9,6878,795,1,0,0,0,1070.0,1
38,3,11,6274,485,1,1,0,0,1090.0,0
543,5,3,1937,202,1,0,0,0,1080.0,0
532,2,1,11680,1330,1,1,0,0,1070.0,0
836,4,10,6207,754,1,1,0,0,2720.0,0
789,5,7,2990,427,1,1,0,0,9770.0,0
651,7,8,0,0,0,0,0,0,200.0,0
701,7,6,0,0,0,0,0,0,1450.0,1
465,4,5,5771,475,1,0,0,0,10890.0,0
885,7,11,0,0,0,0,0,0,480.0,0
658,4,6,4466,501,1,0,0,0,520.0,1
934,6,11,6079,552,1,0,0,0,5460.0,1
210,5,11,0,0,0,0,1,0,970.0,1
218,5,7,5404,789,1,1,0,0,640.0,1
596,5,5,4380,709,1,0,0,1,290.0,0
935,7,6,0,0,0,0,0,0,22350.0,0
199,4,8,5807,524,1,0,0,0,6360.0,1
972,1,10,2864,355,1,0,0,0,14960.0,0
910,5,11,6086,649,1,1,0,0,12480.0,1
753,1,4,0,0,0,0,2,1,540.0,1
451,5,5,5726,502,1,1,0,0,2460.0,1
442,4,6,2971,362,1,0,0,0,500.0,1
889,4,4,7326,726,1,1,0,0,18670.0,0
11,2,3,6661,997,1,0,0,0,960.0,1
358,2,1,11584,1230,1,1,0,0,2890.0,0
731,5,8,7140,819,1,0,0,1,15270.0,1
601,6,5,5110,464,1,0,0,0,8220.0,1
154,2,7,9818,787,1,1,0,0,16420.0,0
624,1,3,5451,468,1,1,0,0,6920.0,0
1051,4,10,7105,957,1,1,0,0,200.0,1
142,7,2,0,0,0,0,0,0,1090.0,0
135,4,9,4626,468,1,0,0,0,5190.0,1
662,1,9,7804,764,1,0,0,0,1070.0,0
428,3,3,6362,514,1,1,0,0,2960.0,1
375,6,7,3386,308,1,0,0,0,15710.0,1
234,5,8,12634,1100,1,1,0,1,4370.0,0
584,1,4,3629,368,1,0,0,0,1360.0,1
458,5,8,8000,710,1,1,0,1,3390.0,0
398,3,9,4293,539,1,0,0,0,1540.0,1
697,7,3,0,0,0,0,0,0,3780.0,1
551,7,6,0,0,0,0,0,0,2190.0,0
969,4,5,0,0,0,1,1,0,600.0,1
972,1,1,5729,539,1,1,0,0,14960.0,0
849,3,6,5679,719,1,0,0,0,5000.0,0
491,6,7,6602,611,1,0,0,0,4680.0,1
1089,5,4,9637,981,1,0,0,0,5220.0,0
511,4,1,4287,672,1,1,0,0,2060.0,0
678,4,4,8225,824,1,0,0,1,3250.0,1
267,2,12,16899,1739,1,1,0,0,2460.0,0
542,2,9,6889,571,1,1,0,0,7280.0,1
22,1,4,0,0,0,0,2,1,1040.0,1
814,3,5,0,0,0,1,1,0,24530.0,0
212,2,3,6647,464,1,1,0,0,15050.0,0
1005,2,4,6608,1009,1,1,0,0,6480.0,0
290,5,8,6794,657,1,1,0,1,4150.0,0
570,5,4,4051,643,1,0,0,0,180.0,0
440,2,11,5888,639,1,1,0,0,3900.0,1
836,7,10,0,0,0,0,0,0,2720.0,0
325,5,4,6438,660,1,1,0,0,350.0,1
445,7,7,0,0,0,0,0,0,240.0,0
84,5,12,20529,1994,1,1,0,0,11810.0,0
146,6,3,5854,638,1,0,0,0,8050.0,1
966,2,7,5410,587,1,0,0,0,760.0,0
23,6,11,5504,513,1,0,0,0,4060.0,0
254,2,7,3594,271,1,1,0,0,330.0,1
1112,6,6,8054,722,1,0,0,0,1880.0,0
1046,3,1,6030,539,1,0,0,0,29070.0,0
549,1,10,6181,700,1,1,0,0,2330.0,0
16,7,10,0,0,0,0,0,0,3270.0,0
287,7,6,0,0,0,0,0,0,2740.0,1
523,2,6,12280,1493,1,0,0,0,50.0,0
471,4,1,6483,571,1,0,0,1,5300.0,1
212,7,2,0,0,0,0,0,0,15050.0,0
782,1,6,4053,458,1,0,0,0,5390.0,1
951,3,5,8598,753,1,1,0,0,710.0,1
255,6,1,6318,721,1,0,0,0,4630.0,1
321,1,11,4094,417,1,0,0,0,8140.0,1
303,7,8,0,0,0,0,0,0,15430.0,1
195,5,10,8372,1128,1,0,0,0,220.0,0
751,7,7,0,0,0,0,0,0,650.0,0
157,2,9,12111,1166,1,1,0,0,2950.0,0
273,3,7,7957,735,1,1,0,1,8480.0,0
537,6,4,5938,639,1,0,0,0,600.0,1
781,7,3,0,0,0,0,0,0,630.0,0
789,5,7,3016,441,1,1,0,0,9770.0,0
1046,4,9,9395,734,1,1,0,0,29070.0,0
827,6,2,14242,1838,1,0,0,0,250.0,0
96,3,12,8614,753,1,1,0,0,8780.0,1
178,7,8,0,0,0,0,0,0,1710.0,0
302,4,6,2724,255,1,0,0,0,2190.0,1
738,1,6,11083,836,1,1,0,0,5980.0,0
264,6,8,5281,727,1,0,0,0,180.0,0
953,2,8,3891,473,1,0,0,1,19830.0,1
247,6,3,8526,705,1,0,0,0,70.0,1
947,2,3,9545,1155,1,1,0,1,460.0,1
657,7,2,0,0,0,0,0,0,80.0,1
1082,7,1,0,0,0,0,0,0,440.0,0
1023,5,5,5181,604,1,0,0,0,3740.0,1
809,4,10,7694,705,1,0,0,0,12770.0,0
464,3,5,10107,1134,1,1,0,0,520.0,0
151,1,3,10880,832,1,1,0,0,4360.0,0
159,7,6,0,0,0,0,0,0,8530.0,0
874,7,4,0,0,0,0,0,0,3210.0,0
812,1,2,6652,873,1,0,0,0,2590.0,0
751,6,1,3815,575,1,0,0,0,650.0,0
888,6,12,8739,880,1,0,0,0,4450.0,1
999,1,8,8397,673,1,0,0,1,15140.0,1
440,7,3,0,0,0,0,0,0,3900.0,1
1088,1,9,5360,512,1,0,0,0,4300.0,1
260,7,9,0,0,0,0,0,0,540.0,0
539,6,5,12134,1184,1,0,0,0,770.0,1
774,2,2,5247,754,1,0,0,0,640.0,0
608,3,8,10568,1070,1,1,0,1,18370.0,1
564,4,7,6124,517,1,0,0,1,6540.0,1
388,1,10,16635,1518,1,1,0,0,2260.0,0
672,4,3,6061,1005,1,0,0,0,240.0,0
602,6,12,4129,429,1,0,0,1,2710.0,1
881,2,7,5781,865,1,1,0,0,180.0,1
878,7,3,0,0,0,0,0,0,1100.0,0
407,7,5,0,0,0,0,0,0,5890.0,1
676,1,5,11610,1970,1,0,1,0,1410.0,0
75,4,8,6509,688,1,1,0,1,22440.0,0
538,7,1,0,0,0,0,0,0,990.0,0
719,6,12,8635,739,1,0,0,0,8190.0,1
706,6,2,6297,556,1,0,0,0,7830.0,1
169,4,8,0,0,0,0,0,1,980.0,1
691,3,10,7177,542,1,1,0,0,3030.0,1
873,5,3,0,0,0,1,2,1,2040.0,0
610,4,3,3613,471,1,0,0,0,660.0,0
579,7,4,0,0,0,0,0,0,20970.0,0
278,7,4,0,0,0,0,0,0,9260.0,0
853,2,9,8432,1061,1,0,0,1,14040.0,0
692,6,1,4220,531,1,0,0,0,40.0,0
1113,5,2,5437,677,1,0,0,0,9260.0,0
528,2,12,9893,959,1,0,0,0,20620.0,1
274,4,7,5725,1260,1,0,0,0,3640.0,1
974,7,9,0,0,0,0,0,0,150.0,1
230,6,5,8169,984,1,0,0,0,6680.0,0
701,1,1,4595,598,1,0,0,0,1450.0,1
96,5,9,5302,561,1,1,0,0,8780.0,1
1032,2,4,12603,1276,1,1,0,0,270.0,1
738,3,4,8153,645,1,0,0,0,5980.0,0
660,1,5,0,0,0,0,1,0,1200.0,1
961,1,4,8549,793,1,1,0,1,9430.0,0
372,3,7,10047,733,1,1,0,1,4880.0,1
152,1,7,4803,601,1,0,0,1,1780.0,0
409,4,10,5270,499,1,0,0,1,840.0,1
737,1,12,12707,1402,1,1,0,0,100.0,1
404,2,3,4434,613,1,0,0,0,1420.0,1
591,6,3,3717,338,1,0,0,0,3340.0,1
623,2,5,6602,841,1,0,0,0,4080.0,1
348,1,1,9237,724,1,1,0,0,16490.0,1
240,2,7,3932,402,1,0,0,1,1110.0,0
62,4,2,6140,758,1,0,0,0,2050.0,0
769,5,3,9803,2957,1,0,0,0,840.0,1
510,6,8,5578,559,1,0,0,0,8260.0,0
343,4,9,7884,746,1,1,0,0,18650.0,1
58,4,6,6020,491,1,1,0,0,7340.0,1
126,6,3,4471,449,1,0,0,0,3370.0,1
476,5,6,5931,680,1,0,0,0,8300.0,0
718,1,8,9587,973,1,1,0,0,1100.0,0
488,1,2,5626,505,1,1,0,0,2890.0,0
723,1,11,4744,468,1,0,0,0,5650.0,1
1105,3,3,3052,340,1,1,0,0,330.0,1
62,7,11,0,0,0,0,0,0,2050.0,0
408,2,6,5816,523,1,1,0,0,1560.0,1
978,7,6,0,0,0,0,0,0,3890.0,0
439,4,9,6430,810,1,1,0,0,1350.0,0
330,7,2,0,0,0,0,0,0,370.0,1
4,1,8,10919,1513,1,0,0,0,620.0,0
210,7,11,0,0,0,0,0,0,970.0,1
771,2,9,4949,585,1,0,0,1,20640.0,0
602,4,1,7836,653,1,1,0,0,2710.0,1
427,2,4,5769,704,1,0,0,1,70.0,1
11,1,12,11656,1568,1,0,0,1,960.0,1
267,2,12,9437,1118,1,0,0,0,2460.0,0
453,7,4,2077,287,1,0,0,0,75860.0,0
893,5,6,5333,743,1,0,0,1,130.0,1
331,6,6,3523,455,1,0,0,0,670.0,1
301,2,9,6309,689,1,1,0,0,4510.0,0
227,3,9,6256,551,1,1,0,0,2370.0,0
957,7,8,0,0,0,0,0,0,1420.0,0
1003,3,10,5309,645,1,0,0,1,170.0,1
221,2,2,6093,558,1,1,0,0,13530.0,0
813,5,1,6281,720,1,1,0,0,1560.0,0
979,4,1,5437,587,1,0,0,0,2270.0,1
688,6,11,1411,147,1,0,0,0,18760.0,1
495,4,5,6612,479,1,1,0,0,5470.0,1
653,4,7,4501,397,1,0,0,1,7520.0,1
210,7,1,0,0,0,0,0,0,970.0,1
533,6,5,6721,616,1,0,0,0,5950.0,0
771,3,3,7901,766,1,1,0,1,20640.0,0
1081,2,11,9136,1294,1,1,0,0,400.0,0
482,1,9,6930,863,1,0,0,0,2550.0,0
481,6,2,4639,473,1,0,0,0,7470.0,1
744,5,4,0,0,0,1,2,1,1370.0,1
332,4,10,0,0,0,0,1,0,1840.0,0
957,6,5,4445,479,1,0,0,0,1420.0,0
540,7,4,0,0,0,0,0,0,810.0,1
686,6,5,2529,312,1,0,0,0,20050.0,0
731,4,12,8077,806,1,0,0,0,15270.0,1
982,4,7,7318,689,1,0,0,0,21930.0,0
499,1,6,7046,852,1,1,0,0,450.0,1
718,3,12,5038,525,1,0,0,1,1100.0,0
887,4,12,9583,735,1,1,0,0,19700.0,1
104,7,5,0,0,0,0,0,0,390.0,0
534,1,1,10533,700,1,1,0,0,1200.0,1
601,4,2,4829,379,1,1,0,0,8220.0,1
544,3,7,16718,1926,1,1,0,1,250.0,1
63,1,2,8183,682,1,1,0,0,3700.0,1
1104,1,3,4174,363,1,0,0,0,260.0,1
582,4,4,8911,1099,1,1,0,1,120.0,0
465,3,5,9188,681,1,1,0,0,10890.0,0
482,5,1,7794,859,1,1,0,0,2550.0,0
33,6,1,7039,716,1,0,0,0,1320.0,0
870,4,11,6389,886,1,1,0,0,780.0,0
187,5,11,7187,941,1,1,0,0,19360.0,0
834,3,4,4433,544,1,0,0,0,3470.0,0
9,5,2,6381,582,1,1,0,0,2030.0,0
497,7,4,0,0,0,0,0,0,1610.0,0
336,2,5,17694,2301,1,1,0,0,190.0,0
826,3,8,7330,656,1,0,0,1,7980.0,0
550,5,9,6423,550,1,1,0,0,50.0,0
587,3,4,7534,563,1,0,0,0,330.0,1
1065,1,1,3628,480,1,0,0,0,1290.0,1
915,1,2,7889,550,1,1,0,0,650.0,1
784,3,3,6945,804,1,0,0,0,560.0,1
705,4,8,6333,808,1,0,0,1,4140.0,1
137,1,3,12091,1209,1,1,0,1,1730.0,1
251,7,7,0,0,0,0,0,0,340.0,0
269,4,11,7039,1089,1,0,0,0,60.0,0
349,2,12,11768,1183,1,0,0,1,1490.0,0
1085,1,4,6077,678,1,0,0,0,4030.0,0
420,3,6,4366,446,1,0,0,1,250.0,1
808,2,6,5483,490,1,0,0,0,18620.0,1
769,6,3,11878,3405,1,0,0,0,840.0,1
1080,6,5,10762,914,1,0,0,0,2410.0,1
731,4,6,7291,813,1,0,0,0,15270.0,1
764,3,3,3720,434,1,1,0,0,26490.0,1
269,4,6,6352,961,1,0,0,0,60.0,0
856,2,6,8879,1127,1,1,0,0,3020.0,0
370,4,1,6151,551,1,0,0,0,8250.0,1
504,5,3,5663,880,1,0,0,0,820.0,0
345,5,7,5308,550,1,1,0,0,120.0,1
319,6,2,5595,634,1,0,0,0,570.0,1
823,7,12,0,0,0,0,0,0,16210.0,0
889,1,9,3539,448,1,0,0,0,18670.0,0
408,2,10,3610,404,1,0,0,0,1560.0,1
654,6,1,2331,285,1,0,0,0,6930.0,0
802,5,1,6022,501,1,0,0,1,910.0,1
538,6,1,1948,276,1,0,0,0,990.0,0
329,7,7,0,0,0,0,0,0,1310.0,1
624,6,2,4161,438,1,0,0,0,6920.0,0
358,4,2,11017,1132,1,1,0,0,2890.0,0
979,7,6,0,0,0,0,0,0,2270.0,1
735,2,1,6644,642,1,1,0,0,1920.0,0
525,3,11,9279,807,1,1,0,0,1870.0,0
1108,5,2,6117,615,1,1,0,0,540.0,0
374,7,12,0,0,0,0,0,0,1150.0,0
286,7,7,0,0,0,0,0,0,1460.0,0
184,2,2,8318,701,1,1,0,0,3560.0,0
978,5,3,6482,933,1,0,0,0,3890.0,0
784,6,5,7504,775,1,0,0,0,560.0,1
124,3,7,4587,501,1,0,0,1,1410.0,0
749,4,7,6646,763,1,1,0,0,3410.0,1
170,7,5,0,0,0,0,0,0,1070.0,1
537,5,7,4023,501,1,0,0,1,600.0,1
404,5,6,6732,674,1,1,0,1,1420.0,1
518,2,8,3751,347,1,0,0,1,3330.0,1
732,4,4,6192,769,1,0,0,1,35280.0,0
34,3,12,0,0,0,0,3,1,2240.0,0
85,6,2,4890,710,1,0,0,0,1870.0,0
829,5,10,6145,803,1,1,0,0,110.0,0
465,5,2,7296,520,1,0,0,0,10890.0,0
1047,5,7,4565,565,1,0,0,0,3750.0,1
385,2,1,0,0,0,0,1,1,4580.0,0
1042,5,12,4402,571,1,0,0,1,3440.0,1
982,5,8,9029,735,1,1,0,1,21930.0,0
855,7,7,0,0,0,0,0,0,3440.0,1
217,2,1,3332,519,1,0,0,0,3150.0,0
429,1,1,3571,353,1,0,0,0,16350.0,1
56,5,5,8425,628,1,1,0,0,6620.0,1
882,7,4,0,0,0,0,0,0,30.0,0
263,4,2,2798,296,1,1,0,0,1140.0,1
789,3,3,3599,519,1,0,0,0,9770.0,0
637,2,11,7194,633,1,0,0,0,9790.0,1
930,7,9,0,0,0,0,0,0,70.0,0
407,4,4,6375,463,1,1,0,1,5890.0,1
178,4,5,10524,911,1,1,0,0,1710.0,0
627,3,5,6735,732,1,0,0,0,3970.0,0
431,5,8,10722,1112,1,1,0,1,4520.0,0
274,5,1,2021,652,1,1,0,1,3640.0,1
692,6,4,4160,532,1,0,0,0,40.0,0
185,3,3,8707,650,1,1,0,1,1860.0,0
950,2,2,6945,603,1,1,0,0,8460.0,0
378,4,6,7000,1037,1,1,0,0,2140.0,0
1022,1,7,12384,1164,1,1,0,0,1520.0,0
958,3,3,4132,527,1,1,0,0,440.0,0
213,7,7,0,0,0,0,0,0,4030.0,1
1049,6,1,3494,524,1,0,0,0,370.0,1
84,1,3,10639,1224,1,0,0,0,11810.0,0
744,7,2,0,0,0,0,0,0,1370.0,1
1104,5,3,4795,410,1,0,0,0,260.0,1
354,3,7,5934,560,1,0,0,1,1500.0,0
123,7,9,0,0,0,0,0,0,16760.0,0
47,2,7,9246,1078,1,1,0,1,270.0,1
496,1,10,10381,992,1,1,0,1,2780.0,0
605,1,3,4457,409,1,0,0,0,10310.0,1
900,1,12,6017,578,1,0,0,0,3920.0,1
560,7,12,0,0,0,0,0,0,1910.0,0
245,3,11,9323,1086,1,1,0,0,1310.0,0
839,7,10,0,0,0,0,0,0,240.0,0
240,5,3,5391,546,1,1,0,0,1110.0,0
811,2,5,5124,799,1,1,0,0,410.0,0
640,4,5,0,0,0,0,1,0,8040.0,0
18,2,3,7714,814,1,1,0,0,13840.0,1
92,5,3,3887,432,1,0,0,0,240.0,1
567,1,10,7407,854,1,1,0,0,1010.0,1
1095,7,4,0,0,0,0,0,0,690.0,1
311,1,3,9525,1053,1,1,0,0,680.0,0
346,1,1,8939,738,1,1,0,0,8090.0,0
1023,7,5,0,0,0,0,0,0,3740.0,1
191,4,10,6421,721,1,0,0,1,1100.0,1
101,6,10,5706,710,1,0,0,0,2440.0,1
248,7,1,0,0,0,0,0,0,340.0,1
238,3,1,7966,1147,1,1,0,0,320.0,1
324,4,7,4971,657,1,0,0,0,13140.0,1
514,2,4,4447,533,1,0,0,1,1200.0,1
323,4,8,7464,626,1,1,0,1,8400.0,1
104,2,6,11141,1501,1,0,0,0,390.0,0
527,2,11,7895,798,1,0,0,0,5830.0,0
245,5,5,8104,1013,1,0,0,0,1310.0,0
711,1,12,11344,668,1,1,0,0,17110.0,1
533,5,4,12710,1137,1,1,0,0,5950.0,0
390,5,9,12349,1165,1,1,0,0,1600.0,0
732,7,3,0,0,0,0,0,0,35280.0,0
1022,1,8,6181,747,1,0,0,1,1520.0,0
795,6,1,3589,464,1,0,0,0,510.0,1
125,7,5,0,0,0,0,0,0,760.0,0
503,5,1,8275,615,1,1,0,0,13080.0,1
853,2,10,8092,1037,1,0,0,1,14040.0,0
532,4,4,11818,1337,1,1,0,0,1070.0,0
512,3,2,4537,1109,1,0,0,1,590.0,1
1007,3,3,6544,711,1,1,0,0,4180.0,0
683,4,1,11390,996,1,1,0,0,2850.0,0
339,7,8,0,0,0,0,0,0,2280.0,1
418,2,5,4228,519,1,0,0,1,1060.0,1
326,3,3,4362,347,1,1,0,0,10070.0,1
321,6,2,6949,709,1,0,0,0,8140.0,1
824,1,7,6457,916,1,0,0,1,17570.0,0
66,6,2,6506,552,1,0,0,0,7660.0,1
466,7,10,0,0,0,0,0,0,3110.0,0
281,7,8,0,0,0,0,0,0,6970.0,0
997,7,10,0,0,0,0,0,1,5840.0,1
861,7,11,0,0,0,0,0,0,740.0,1
885,7,6,0,0,0,0,0,0,480.0,0
26,4,5,8839,708,1,1,0,0,2300.0,0
89,2,2,6755,694,1,1,0,0,2380.0,1
610,3,6,4770,545,1,1,0,0,660.0,0
853,2,4,6733,903,1,0,0,0,14040.0,0
511,1,7,6181,836,1,1,0,1,2060.0,0
91,1,1,4291,572,1,0,0,0,2410.0,1
254,2,5,3440,280,1,1,0,0,330.0,1
164,5,12,9387,866,1,1,0,0,1160.0,1
365,3,3,5137,578,1,1,0,0,2410.0,1
320,2,6,11596,1780,1,0,0,1,210.0,0
253,1,1,10009,1016,1,1,0,1,250.0,1
888,7,3,0,0,0,0,0,0,4450.0,1
627,1,3,5471,589,1,0,0,0,3970.0,0
855,4,7,4492,560,1,0,0,0,3440.0,1
851,1,3,5626,478,1,1,0,0,2330.0,1
403,3,3,5968,660,1,0,0,0,4970.0,0
228,2,6,8731,612,1,1,0,0,10800.0,1
623,4,7,6498,836,1,0,0,1,4080.0,1
1107,4,4,6267,682,1,1,0,0,1400.0,1
653,6,4,4677,392,1,0,0,0,7520.0,1
425,5,1,3362,471,1,1,0,0,1460.0,0
301,4,12,5850,631,1,0,0,0,4510.0,0
162,1,6,11650,694,1,1,0,0,5340.0,1
397,5,12,5635,835,1,0,0,1,130.0,1
1113,1,1,5126,635,1,0,0,0,9260.0,0
268,1,11,7031,786,1,1,0,0,4520.0,0
379,6,1,2999,346,1,0,0,0,6630.0,0
678,3,2,5174,732,1,0,0,0,3250.0,1
780,7,9,0,0,0,0,0,0,18160.0,0
475,5,3,5155,861,1,0,0,0,140.0,0
561,2,10,5599,608,1,0,0,1,14300.0,0
774,6,7,3892,533,1,0,0,0,640.0,0
828,3,1,6659,732,1,1,0,0,3290.0,0
920,2,6,5354,596,1,0,0,0,850.0,1
626,5,11,8694,806,1,0,0,0,10740.0,0
1005,7,5,0,0,0,0,0,0,6480.0,0
115,7,4,0,0,0,0,0,0,5740.0,1
77,5,8,7608,682,1,1,0,1,1090.0,1
241,6,8,6315,718,1,0,0,0,780.0,0
273,1,10,10439,947,1,1,0,1,8480.0,0
110,2,8,6864,909,1,0,0,0,46590.0,0
59,3,4,6171,602,1,1,0,0,2840.0,1
1004,6,11,4928,462,1,0,0,0,970.0,1
950,1,11,8591,754,1,1,0,0,8460.0,0
299,6,7,9971,1035,1,0,0,0,38630.0,0
376,7,9,0,0,0,0,0,0,160.0,0
751,6,7,4213,683,1,0,0,0,650.0,0
642,1,4,3944,512,1,1,0,0,530.0,1
