Store,DayOfWeek,Sales,Open,Promo,StateHoliday,SchoolHoliday,Promo2,Month,Customers_binned,CompetitionDistance_binned
982,5,9029,1,1,0,1,0,8,"(672,799]","(15155,22370]"
855,7,0,0,0,0,0,1,7,"(0,195]","(255,11745]"
217,2,3332,1,0,0,0,0,1,"(427,534]","(255,11745]"
429,1,3571,1,0,0,0,1,1,"(195,427]","(15155,22370]"
56,5,8425,1,1,0,0,1,5,"(534,672]","(255,11745]"
882,7,0,0,0,0,0,0,4,"(0,195]","(20,35]"
263,4,2798,1,1,0,0,1,2,"(195,427]","(255,11745]"
789,3,3599,1,0,0,0,0,3,"(427,534]","(255,11745]"
637,2,7194,1,0,0,0,1,11,"(534,672]","(255,11745]"
930,7,0,0,0,0,0,0,9,"(0,195]","(35,245]"
407,4,6375,1,1,0,1,1,4,"(427,534]","(255,11745]"
178,4,10524,1,1,0,0,0,5,"(799,932]","(255,11745]"
627,3,6735,1,0,0,0,0,5,"(672,799]","(255,11745]"
431,5,10722,1,1,0,1,0,8,"(932,1136]","(255,11745]"
274,5,2021,1,1,0,1,1,1,"(534,672]","(255,11745]"
692,6,4160,1,0,0,0,0,4,"(427,534]","(35,245]"
185,3,8707,1,1,0,1,0,3,"(534,672]","(255,11745]"
950,2,6945,1,1,0,0,0,2,"(534,672]","(255,11745]"
378,4,7000,1,1,0,0,0,6,"(932,1136]","(255,11745]"
1022,1,12384,1,1,0,0,0,7,"(1136,1492]","(255,11745]"
958,3,4132,1,1,0,0,0,3,"(427,534]","(255,11745]"
213,7,0,0,0,0,0,1,7,"(0,195]","(255,11745]"
1049,6,3494,1,0,0,0,1,1,"(427,534]","(255,11745]"
84,1,10639,1,0,0,0,0,3,"(1136,1492]","(11745,11825]"
744,7,0,0,0,0,0,1,2,"(0,195]","(255,11745]"
1104,5,4795,1,0,0,0,1,3,"(195,427]","(255,11745]"
354,3,5934,1,0,0,1,0,7,"(534,672]","(255,11745]"
123,7,0,0,0,0,0,0,9,"(0,195]","(15155,22370]"
47,2,9246,1,1,0,1,1,7,"(932,1136]","(255,11745]"
496,1,10381,1,1,0,1,0,10,"(932,1136]","(255,11745]"
605,1,4457,1,0,0,0,1,3,"(195,427]","(255,11745]"
900,1,6017,1,0,0,0,1,12,"(534,672]","(255,11745]"
560,7,0,0,0,0,0,0,12,"(0,195]","(255,11745]"
245,3,9323,1,1,0,0,0,11,"(932,1136]","(255,11745]"
839,7,0,0,0,0,0,0,10,"(0,195]","(35,245]"
240,5,5391,1,1,0,0,0,3,"(534,672]","(255,11745]"
811,2,5124,1,1,0,0,0,5,"(672,799]","(255,11745]"
640,4,0,0,0,1,0,0,5,"(0,195]","(255,11745]"
18,2,7714,1,1,0,0,1,3,"(799,932]","(13550,15155]"
92,5,3887,1,0,0,0,1,3,"(427,534]","(35,245]"
567,1,7407,1,1,0,0,1,10,"(799,932]","(255,11745]"
1095,7,0,0,0,0,0,1,4,"(0,195]","(255,11745]"
311,1,9525,1,1,0,0,0,3,"(932,1136]","(255,11745]"
346,1,8939,1,1,0,0,0,1,"(672,799]","(255,11745]"
1023,7,0,0,0,0,0,1,5,"(0,195]","(255,11745]"
191,4,6421,1,0,0,1,1,10,"(672,799]","(255,11745]"
101,6,5706,1,0,0,0,1,10,"(672,799]","(255,11745]"
248,7,0,0,0,0,0,1,1,"(0,195]","(255,11745]"
238,3,7966,1,1,0,0,1,1,"(1136,1492]","(255,11745]"
324,4,4971,1,0,0,0,1,7,"(534,672]","(11825,13550]"
514,2,4447,1,0,0,1,1,4,"(427,534]","(255,11745]"
323,4,7464,1,1,0,1,1,8,"(534,672]","(255,11745]"
104,2,11141,1,0,0,0,0,6,"(1492,2006]","(255,11745]"
527,2,7895,1,0,0,0,0,11,"(672,799]","(255,11745]"
245,5,8104,1,0,0,0,0,5,"(932,1136]","(255,11745]"
711,1,11344,1,1,0,0,1,12,"(534,672]","(15155,22370]"
533,5,12710,1,1,0,0,0,4,"(1136,1492]","(255,11745]"
390,5,12349,1,1,0,0,0,9,"(1136,1492]","(255,11745]"
732,7,0,0,0,0,0,0,3,"(0,195]","(27070,75860]"
1022,1,6181,1,0,0,1,0,8,"(672,799]","(255,11745]"
795,6,3589,1,0,0,0,1,1,"(427,534]","(255,11745]"
125,7,0,0,0,0,0,0,5,"(0,195]","(255,11745]"
503,5,8275,1,1,0,0,1,1,"(534,672]","(11825,13550]"
853,2,8092,1,0,0,1,0,10,"(932,1136]","(13550,15155]"
532,4,11818,1,1,0,0,0,4,"(1136,1492]","(255,11745]"
512,3,4537,1,0,0,1,1,2,"(932,1136]","(255,11745]"
1007,3,6544,1,1,0,0,0,3,"(672,799]","(255,11745]"
683,4,11390,1,1,0,0,0,1,"(932,1136]","(255,11745]"
339,7,0,0,0,0,0,1,8,"(0,195]","(255,11745]"
418,2,4228,1,0,0,1,1,5,"(427,534]","(255,11745]"
326,3,4362,1,1,0,0,1,3,"(195,427]","(255,11745]"
321,6,6949,1,0,0,0,1,2,"(672,799]","(255,11745]"
824,1,6457,1,0,0,1,0,7,"(799,932]","(15155,22370]"
66,6,6506,1,0,0,0,1,2,"(534,672]","(255,11745]"
466,7,0,0,0,0,0,0,10,"(0,195]","(255,11745]"
281,7,0,0,0,0,0,0,8,"(0,195]","(255,11745]"
997,7,0,0,0,0,1,1,10,"(0,195]","(255,11745]"
861,7,0,0,0,0,0,1,11,"(0,195]","(255,11745]"
885,7,0,0,0,0,0,0,6,"(0,195]","(255,11745]"
26,4,8839,1,1,0,0,0,5,"(672,799]","(255,11745]"
89,2,6755,1,1,0,0,1,2,"(672,799]","(255,11745]"
610,3,4770,1,1,0,0,0,6,"(534,672]","(255,11745]"
853,2,6733,1,0,0,0,0,4,"(799,932]","(13550,15155]"
511,1,6181,1,1,0,1,0,7,"(799,932]","(255,11745]"
91,1,4291,1,0,0,0,1,1,"(534,672]","(255,11745]"
254,2,3440,1,1,0,0,1,5,"(195,427]","(255,11745]"
164,5,9387,1,1,0,0,1,12,"(799,932]","(255,11745]"
365,3,5137,1,1,0,0,1,3,"(534,672]","(255,11745]"
320,2,11596,1,0,0,1,0,6,"(1492,2006]","(35,245]"
253,1,10009,1,1,0,1,1,1,"(932,1136]","(245,255]"
888,7,0,0,0,0,0,1,3,"(0,195]","(255,11745]"
627,1,5471,1,0,0,0,0,3,"(534,672]","(255,11745]"
855,4,4492,1,0,0,0,1,7,"(534,672]","(255,11745]"
851,1,5626,1,1,0,0,1,3,"(427,534]","(255,11745]"
403,3,5968,1,0,0,0,0,3,"(534,672]","(255,11745]"
228,2,8731,1,1,0,0,1,6,"(534,672]","(255,11745]"
623,4,6498,1,0,0,1,1,7,"(799,932]","(255,11745]"
1107,4,6267,1,1,0,0,1,4,"(672,799]","(255,11745]"
653,6,4677,1,0,0,0,1,4,"(195,427]","(255,11745]"
425,5,3362,1,1,0,0,0,1,"(427,534]","(255,11745]"
301,4,5850,1,0,0,0,0,12,"(534,672]","(255,11745]"
162,1,11650,1,1,0,0,1,6,"(672,799]","(255,11745]"
397,5,5635,1,0,0,1,1,12,"(799,932]","(35,245]"
1113,1,5126,1,0,0,0,0,1,"(534,672]","(255,11745]"
268,1,7031,1,1,0,0,0,11,"(672,799]","(255,11745]"
379,6,2999,1,0,0,0,0,1,"(195,427]","(255,11745]"
678,3,5174,1,0,0,0,1,2,"(672,799]","(255,11745]"
780,7,0,0,0,0,0,0,9,"(0,195]","(15155,22370]"
475,5,5155,1,0,0,0,0,3,"(799,932]","(35,245]"
561,2,5599,1,0,0,1,0,10,"(534,672]","(13550,15155]"
774,6,3892,1,0,0,0,0,7,"(427,534]","(255,11745]"
828,3,6659,1,1,0,0,0,1,"(672,799]","(255,11745]"
920,2,5354,1,0,0,0,1,6,"(534,672]","(255,11745]"
626,5,8694,1,0,0,0,0,11,"(799,932]","(255,11745]"
1005,7,0,0,0,0,0,0,5,"(0,195]","(255,11745]"
115,7,0,0,0,0,0,1,4,"(0,195]","(255,11745]"
77,5,7608,1,1,0,1,1,8,"(672,799]","(255,11745]"
241,6,6315,1,0,0,0,0,8,"(672,799]","(255,11745]"
273,1,10439,1,1,0,1,0,10,"(932,1136]","(255,11745]"
110,2,6864,1,0,0,0,0,8,"(799,932]","(27070,75860]"
59,3,6171,1,1,0,0,1,4,"(534,672]","(255,11745]"
1004,6,4928,1,0,0,0,1,11,"(427,534]","(255,11745]"
950,1,8591,1,1,0,0,0,11,"(672,799]","(255,11745]"
299,6,9971,1,0,0,0,0,7,"(932,1136]","(27070,75860]"
376,7,0,0,0,0,0,0,9,"(0,195]","(35,245]"
751,6,4213,1,0,0,0,0,7,"(672,799]","(255,11745]"
642,1,3944,1,1,0,0,1,4,"(427,534]","(255,11745]"
1109,4,5520,1,1,0,0,1,7,"(427,534]","(255,11745]"
754,7,0,0,0,0,0,1,4,"(0,195]","(255,11745]"
809,2,12624,1,1,0,0,0,9,"(932,1136]","(11825,13550]"
624,7,0,0,0,0,0,0,12,"(0,195]","(255,11745]"
487,7,0,0,0,0,0,1,12,"(0,195]","(255,11745]"
968,4,6921,1,1,0,1,0,2,"(799,932]","(255,11745]"
826,5,0,0,1,1,0,0,5,"(0,195]","(255,11745]"
1047,2,5558,1,1,0,0,1,3,"(534,672]","(255,11745]"
1052,4,6202,1,0,0,0,1,11,"(672,799]","(255,11745]"
763,7,0,0,0,0,0,0,5,"(0,195]","(27070,75860]"
216,1,5335,1,0,0,1,1,10,"(672,799]","(35,245]"
746,2,3433,1,0,0,0,1,9,"(195,427]","(255,11745]"
949,7,0,0,0,0,0,0,6,"(0,195]","(255,11745]"
1046,7,0,0,0,0,0,0,12,"(0,195]","(27070,75860]"
210,7,0,0,0,0,0,1,10,"(0,195]","(255,11745]"
120,3,7088,1,0,0,0,1,5,"(672,799]","(255,11745]"
527,1,11097,1,1,0,0,0,9,"(932,1136]","(255,11745]"
493,6,7787,1,0,0,0,1,12,"(799,932]","(255,11745]"
525,7,0,0,0,0,0,0,5,"(0,195]","(255,11745]"
86,6,4123,1,0,0,0,1,11,"(534,672]","(255,11745]"
943,3,6201,1,1,0,0,0,6,"(427,534]","(15155,22370]"
209,7,3393,1,0,0,0,1,12,"(195,427]","(255,11745]"
603,3,4586,1,0,0,0,1,6,"(672,799]","(255,11745]"
632,7,0,0,0,0,0,0,8,"(0,195]","(255,11745]"
884,7,0,0,0,0,0,0,5,"(0,195]","(255,11745]"
14,7,0,0,0,0,0,1,4,"(0,195]","(255,11745]"
550,5,6787,1,1,0,0,0,10,"(427,534]","(35,245]"
146,3,8915,1,1,0,0,1,6,"(672,799]","(255,11745]"
724,7,0,0,0,0,0,0,10,"(0,195]","(255,11745]"
697,2,13378,1,1,0,0,1,2,"(1136,1492]","(255,11745]"
29,5,8021,1,1,0,0,0,1,"(672,799]","(255,11745]"
14,7,0,0,0,0,0,1,9,"(0,195]","(255,11745]"
731,6,10255,1,0,0,0,1,4,"(1136,1492]","(15155,22370]"
254,4,2792,1,1,0,0,1,5,"(195,427]","(255,11745]"
1066,4,10982,1,0,0,0,0,11,"(932,1136]","(255,11745]"
1032,4,8128,1,0,0,0,1,2,"(932,1136]","(255,11745]"
609,3,4929,1,0,0,1,0,10,"(534,672]","(255,11745]"
117,7,0,0,0,0,0,0,7,"(0,195]","(255,11745]"
916,4,6511,1,1,0,0,0,12,"(672,799]","(35,245]"
974,3,9695,1,0,0,0,1,3,"(1136,1492]","(35,245]"
906,7,0,0,0,0,0,0,6,"(0,195]","(35,245]"
402,2,3967,1,0,0,0,1,11,"(427,534]","(255,11745]"
274,4,2955,1,0,0,0,1,2,"(672,799]","(255,11745]"
203,4,6742,1,1,0,0,0,10,"(799,932]","(255,11745]"
133,5,4613,1,0,0,0,1,1,"(534,672]","(255,11745]"
946,5,4493,1,1,0,1,1,8,"(534,672]","(255,11745]"
286,4,5985,1,1,0,0,0,5,"(427,534]","(255,11745]"
1028,1,6773,1,1,0,0,1,4,"(672,799]","(35,245]"
1041,1,5171,1,0,0,0,1,2,"(534,672]","(255,11745]"
566,5,6085,1,1,0,0,1,11,"(534,672]","(255,11745]"
9,5,5359,1,0,0,0,0,4,"(427,534]","(255,11745]"
629,3,6528,1,0,0,0,1,9,"(534,672]","(255,11745]"
410,2,9118,1,0,0,1,1,12,"(1136,1492]","(35,245]"
329,3,6059,1,0,0,0,1,2,"(534,672]","(255,11745]"
31,2,6789,1,1,0,0,0,3,"(534,672]","(255,11745]"
951,5,5956,1,0,0,0,1,10,"(534,672]","(255,11745]"
238,5,6375,1,0,0,0,1,6,"(932,1136]","(255,11745]"
142,7,0,0,0,0,0,0,7,"(0,195]","(255,11745]"
259,7,11663,1,0,0,0,0,3,"(2006,4510]","(35,245]"
790,2,7688,1,1,0,0,0,8,"(534,672]","(255,11745]"
158,4,7318,1,1,0,0,1,11,"(427,534]","(11825,13550]"
170,6,5533,1,0,0,0,1,5,"(534,672]","(255,11745]"
540,1,0,0,0,2,1,1,4,"(0,195]","(255,11745]"
840,5,6214,1,0,0,0,0,3,"(932,1136]","(255,11745]"
939,1,8284,1,1,0,0,0,2,"(672,799]","(255,11745]"
910,5,6451,1,1,0,1,1,2,"(672,799]","(11825,13550]"
569,1,5983,1,1,0,0,0,1,"(672,799]","(255,11745]"
45,6,6089,1,0,0,0,0,4,"(427,534]","(255,11745]"
526,2,3525,1,0,0,1,1,12,"(427,534]","(35,245]"
651,6,8010,1,0,0,0,0,5,"(932,1136]","(35,245]"
506,3,9032,1,1,0,0,1,8,"(932,1136]","(255,11745]"
439,5,7865,1,1,0,1,0,8,"(799,932]","(255,11745]"
879,6,4094,1,0,0,0,1,11,"(195,427]",
582,6,5227,1,0,0,0,0,4,"(534,672]","(35,245]"
281,3,4207,1,0,0,0,0,11,"(427,534]","(255,11745]"
376,4,9210,1,1,0,1,0,2,"(932,1136]","(35,245]"
482,4,5638,1,0,0,0,0,3,"(534,672]","(255,11745]"
846,7,0,0,0,0,0,1,3,"(0,195]","(255,11745]"
81,1,10348,1,1,0,0,1,6,"(672,799]","(255,11745]"
641,2,5066,1,0,0,0,1,8,"(427,534]","(255,11745]"
981,4,10491,1,1,0,1,0,7,"(932,1136]","(255,11745]"
328,2,5656,1,1,0,0,0,4,"(534,672]","(255,11745]"
189,5,9691,1,0,0,1,0,10,"(932,1136]","(255,11745]"
311,2,9510,1,1,0,0,0,3,"(932,1136]","(255,11745]"
855,1,9706,1,0,0,1,1,12,"(932,1136]","(255,11745]"
596,7,0,0,0,0,0,0,11,"(0,195]","(255,11745]"
928,3,5176,1,0,0,0,1,6,"(427,534]","(255,11745]"
175,5,0,0,1,2,0,0,4,"(0,195]","(255,11745]"
689,6,4981,1,0,0,0,0,3,"(534,672]","(13550,15155]"
946,4,3192,1,0,0,0,1,1,"(427,534]","(255,11745]"
455,6,9879,1,0,0,0,0,3,"(534,672]","(255,11745]"
413,4,6959,1,1,0,0,0,1,"(799,932]","(255,11745]"
194,1,5068,1,0,0,0,1,11,"(195,427]","(15155,22370]"
274,2,3923,1,1,0,0,1,2,"(799,932]","(255,11745]"
596,5,3762,1,0,0,0,0,11,"(534,672]","(255,11745]"
1019,7,0,0,0,0,0,1,12,"(0,195]","(255,11745]"
941,7,0,0,0,0,0,1,6,"(0,195]","(255,11745]"
1043,2,5868,1,0,0,0,0,6,"(799,932]","(255,11745]"
396,3,9709,1,0,0,0,0,5,"(932,1136]","(22370,27070]"
164,6,4297,1,0,0,0,1,7,"(427,534]","(255,11745]"
836,4,7707,1,1,0,0,0,11,"(799,932]","(255,11745]"
256,6,10820,1,0,0,0,1,6,"(1136,1492]","(35,245]"
239,7,0,0,0,0,0,0,3,"(0,195]","(255,11745]"
887,4,9782,1,1,0,0,1,4,"(672,799]","(15155,22370]"
327,5,7144,1,1,0,0,0,9,"(799,932]","(255,11745]"
961,7,0,0,0,0,0,0,3,"(0,195]","(255,11745]"
1038,4,4485,1,0,0,0,0,1,"(195,427]","(15155,22370]"
525,2,10274,1,1,0,0,0,5,"(799,932]","(255,11745]"
161,6,5125,1,0,0,0,0,8,"(534,672]","(255,11745]"
642,6,3507,1,0,0,0,1,4,"(427,534]","(255,11745]"
183,4,0,0,0,1,0,0,5,"(0,195]","(255,11745]"
652,5,5318,1,0,0,1,0,8,"(534,672]","(15155,22370]"
742,3,11671,1,1,0,0,0,6,"(1136,1492]","(255,11745]"
1079,5,7242,1,0,0,1,1,4,"(534,672]","(15155,22370]"
122,6,4580,1,0,0,0,0,1,"(534,672]","(27070,75860]"
984,5,7394,1,1,0,0,1,1,"(799,932]","(255,11745]"
874,5,5495,1,1,0,0,0,1,"(534,672]","(255,11745]"
726,2,8678,1,0,0,0,0,3,"(932,1136]","(27070,75860]"
643,2,5886,1,0,0,0,1,9,"(799,932]","(35,245]"
862,3,9304,1,1,0,0,1,7,"(1136,1492]","(255,11745]"
451,5,6798,1,1,0,0,1,12,"(427,534]","(255,11745]"
407,2,4515,1,1,0,0,1,4,"(195,427]","(255,11745]"
499,4,0,0,1,1,0,1,5,"(0,195]","(255,11745]"
1031,3,3491,1,0,0,0,0,5,"(195,427]","(255,11745]"
175,4,5278,1,1,0,0,0,2,"(534,672]","(255,11745]"
309,4,7593,1,1,0,0,1,6,"(534,672]","(255,11745]"
740,1,8629,1,1,0,0,0,1,"(534,672]","(255,11745]"
634,4,5550,1,0,0,0,0,5,"(534,672]","(15155,22370]"
341,3,5223,1,0,0,1,0,4,"(672,799]","(35,245]"
23,2,6911,1,1,0,0,0,6,"(534,672]","(255,11745]"
107,3,6965,1,1,0,0,0,1,"(799,932]","(255,11745]"
463,7,0,0,0,0,0,0,8,"(0,195]","(255,11745]"
389,1,14274,1,1,0,0,0,1,"(1492,2006]","(255,11745]"
1012,4,6997,1,1,0,0,1,6,"(534,672]","(255,11745]"
539,4,10482,1,1,0,1,1,8,"(932,1136]","(255,11745]"
971,5,11517,1,1,0,0,1,11,"(1136,1492]","(255,11745]"
657,4,9315,1,1,0,1,1,3,"(932,1136]","(35,245]"
992,3,5178,1,1,0,1,0,7,"(534,672]","(255,11745]"
1008,5,3774,1,0,0,1,0,7,"(534,672]","(20,35]"
760,2,5968,1,0,0,0,0,1,"(932,1136]","(255,11745]"
532,4,3435,1,1,0,0,0,2,"(427,534]","(255,11745]"
35,6,7621,1,0,0,0,1,7,"(534,672]","(255,11745]"
857,2,7813,1,1,0,0,1,2,"(799,932]","(255,11745]"
361,7,0,0,0,0,0,1,3,"(0,195]","(255,11745]"
519,5,5812,1,1,0,0,1,4,"(534,672]","(255,11745]"
73,7,0,0,0,0,0,0,10,"(0,195]","(255,11745]"
582,7,0,0,0,0,0,0,4,"(0,195]","(35,245]"
398,2,3479,1,0,0,0,1,1,"(427,534]","(255,11745]"
1034,4,6160,1,0,0,0,0,7,"(672,799]","(13550,15155]"
712,1,10443,1,1,0,0,1,1,"(672,799]","(255,11745]"
962,1,13083,1,1,0,0,0,11,"(1136,1492]","(255,11745]"
32,6,2149,1,0,0,0,1,2,"(195,427]","(255,11745]"
732,2,6540,1,0,0,0,0,5,"(672,799]","(27070,75860]"
72,3,0,0,1,1,0,1,5,"(0,195]","(255,11745]"
945,1,3554,1,0,0,1,0,7,"(427,534]","(11825,13550]"
1042,1,5299,1,1,0,0,1,11,"(672,799]","(255,11745]"
444,5,9950,1,1,0,0,0,7,"(1136,1492]","(255,11745]"
1083,5,5472,1,1,0,1,1,10,"(195,427]","(255,11745]"
88,5,6506,1,1,0,0,0,10,"(672,799]","(255,11745]"
826,2,6507,1,0,0,1,0,8,"(534,672]","(255,11745]"
194,4,4201,1,0,0,1,1,8,"(195,427]","(15155,22370]"
562,2,18898,1,1,0,0,0,5,"(2006,4510]","(255,11745]"
830,1,9023,1,1,0,0,1,2,"(672,799]","(255,11745]"
390,6,9645,1,0,0,0,0,2,"(932,1136]","(255,11745]"
649,5,4445,1,1,0,0,0,1,"(427,534]","(13550,15155]"
838,6,6727,1,0,0,0,1,5,"(672,799]","(255,11745]"
244,2,7014,1,1,0,0,1,7,"(534,672]","(255,11745]"
772,2,3694,1,1,0,0,0,6,"(427,534]","(255,11745]"
529,2,9116,1,1,0,0,0,3,"(799,932]","(11825,13550]"
63,1,12065,1,1,0,0,1,12,"(799,932]","(255,11745]"
617,7,0,0,0,0,0,1,4,"(0,195]","(255,11745]"
249,2,7675,1,0,0,0,0,8,"(799,932]","(15155,22370]"
907,5,5509,1,0,0,0,0,12,"(534,672]","(245,255]"
148,7,0,0,0,0,0,0,3,"(0,195]","(255,11745]"
850,4,5423,1,0,0,0,1,1,"(534,672]","(255,11745]"
1047,1,6644,1,1,0,1,1,7,"(534,672]","(255,11745]"
226,5,8002,1,1,0,0,0,2,"(672,799]","(255,11745]"
224,6,8768,1,0,0,0,1,10,"(534,672]","(255,11745]"
659,7,0,0,0,0,0,0,3,"(0,195]","(255,11745]"
126,1,5201,1,0,0,0,1,6,"(427,534]","(255,11745]"
589,3,7176,1,1,0,0,1,12,"(534,672]","(255,11745]"
739,5,7899,1,1,0,0,1,4,"(534,672]","(255,11745]"
51,1,7202,1,0,0,0,1,7,"(427,534]","(255,11745]"
758,1,6692,1,1,0,0,0,5,"(672,799]","(15155,22370]"
603,6,5039,1,0,0,0,1,9,"(672,799]","(255,11745]"
662,5,10824,1,1,0,0,0,6,"(799,932]","(255,11745]"
221,1,4189,1,0,0,0,0,2,"(427,534]","(11825,13550]"
631,4,5212,1,1,0,0,1,1,"(534,672]","(255,11745]"
202,5,6844,1,1,0,0,0,5,"(534,672]","(255,11745]"
289,2,7068,1,1,0,0,0,6,"(534,672]","(255,11745]"
216,3,7479,1,1,0,0,1,5,"(799,932]","(35,245]"
1074,5,5747,1,1,0,0,1,9,"(534,672]","(255,11745]"
692,6,3561,1,0,0,0,0,3,"(427,534]","(35,245]"
208,6,2673,1,0,0,0,0,3,"(195,427]","(255,11745]"
279,1,6841,1,0,0,0,1,4,"(534,672]","(255,11745]"
898,1,11954,1,1,0,0,0,6,"(1136,1492]","(15155,22370]"
737,2,4641,1,0,0,0,1,6,"(672,799]","(35,245]"
1096,2,4682,1,1,0,0,1,4,"(534,672]","(255,11745]"
970,5,3373,1,1,0,0,1,9,"(195,427]","(255,11745]"
484,4,6288,1,1,0,0,0,2,"(534,672]","(13550,15155]"
530,1,5873,1,0,0,0,0,9,"(932,1136]","(15155,22370]"
303,3,6399,1,1,0,0,1,11,"(534,672]","(15155,22370]"
621,1,6296,1,0,0,1,0,7,"(799,932]","(20,35]"
490,2,10128,1,1,0,0,1,3,"(1136,1492]","(255,11745]"
847,5,10592,1,0,0,0,1,5,"(1136,1492]","(35,245]"
233,2,7773,1,0,0,1,0,7,"(799,932]","(255,11745]"
403,6,7635,1,0,0,0,0,12,"(672,799]","(255,11745]"
586,6,15534,1,0,0,0,0,9,"(2006,4510]","(245,255]"
870,5,12437,1,1,0,1,0,8,"(1136,1492]","(255,11745]"
915,5,6382,1,0,0,0,1,7,"(427,534]","(255,11745]"
659,6,3853,1,0,0,0,0,8,"(427,534]","(255,11745]"
261,7,0,0,0,0,0,1,3,"(0,195]","(15155,22370]"
63,2,6878,1,1,0,0,1,2,"(534,672]","(255,11745]"
499,5,6265,1,1,0,0,1,7,"(799,932]","(255,11745]"
205,3,7775,1,1,0,0,0,12,"(932,1136]","(35,245]"
735,3,3526,1,0,0,0,0,3,"(195,427]","(255,11745]"
275,2,5275,1,0,0,0,1,1,"(534,672]","(255,11745]"
979,6,4894,1,0,0,0,1,1,"(534,672]","(255,11745]"
585,7,0,0,0,0,0,0,1,"(0,195]","(255,11745]"
77,6,8143,1,0,0,0,1,3,"(672,799]","(255,11745]"
20,5,8505,1,1,0,0,1,5,"(799,932]","(255,11745]"
604,7,0,0,0,1,0,0,1,"(0,195]","(255,11745]"
1043,5,8628,1,1,0,0,0,4,"(1136,1492]","(255,11745]"
276,2,3898,1,0,0,0,1,2,"(534,672]","(255,11745]"
730,7,0,0,0,0,0,0,7,"(0,195]","(255,11745]"
124,5,5419,1,1,0,0,0,3,"(672,799]","(255,11745]"
607,6,1507,1,0,0,0,1,7,"(0,195]","(255,11745]"
171,3,7231,1,0,0,0,0,6,"(672,799]","(255,11745]"
928,7,0,0,0,0,0,1,6,"(0,195]","(255,11745]"
715,7,0,0,0,0,0,0,4,"(0,195]","(13550,15155]"
800,3,0,0,1,1,0,0,5,"(0,195]","(255,11745]"
518,5,5281,1,0,0,0,1,3,"(427,534]","(255,11745]"
971,6,11254,1,0,0,0,1,11,"(1136,1492]","(255,11745]"
791,2,7996,1,1,0,1,0,10,"(799,932]","(255,11745]"
56,6,9269,1,0,0,0,1,3,"(534,672]","(255,11745]"
412,4,7531,1,1,0,0,1,3,"(427,534]","(255,11745]"
333,4,9778,1,1,0,1,0,3,"(1136,1492]","(255,11745]"
459,7,0,0,0,0,0,1,11,"(0,195]","(245,255]"
686,6,3490,1,0,0,0,0,5,"(195,427]","(15155,22370]"
476,5,6799,1,1,0,0,0,11,"(672,799]","(255,11745]"
139,5,5851,1,0,0,0,1,4,"(427,534]","(255,11745]"
1075,4,12907,1,1,0,0,0,7,"(932,1136]","(255,11745]"
597,6,4670,1,0,0,0,1,6,"(672,799]","(35,245]"
892,3,7777,1,1,0,0,0,2,"(672,799]","(15155,22370]"
967,6,7397,1,0,0,0,1,5,"(672,799]","(255,11745]"
82,3,15440,1,1,0,0,1,12,"(1136,1492]","(22370,27070]"
75,6,5214,1,0,0,0,0,9,"(534,672]","(22370,27070]"
631,5,5460,1,1,0,0,1,9,"(672,799]","(255,11745]"
854,2,4657,1,0,0,0,1,6,"(427,534]","(255,11745]"
379,6,3210,1,0,0,0,0,6,"(195,427]","(255,11745]"
69,3,7222,1,0,0,0,1,3,"(932,1136]","(255,11745]"
64,1,8118,1,0,0,0,1,3,"(534,672]","(22370,27070]"
126,1,4517,1,0,0,0,1,12,"(427,534]","(255,11745]"
70,6,7661,1,0,0,1,0,4,"(799,932]","(255,11745]"
686,3,7000,1,1,0,0,0,3,"(799,932]","(15155,22370]"
1015,5,6791,1,1,0,0,1,7,"(427,534]","(255,11745]"
1055,2,5763,1,0,0,0,0,9,"(799,932]","(255,11745]"
754,5,8209,1,1,0,0,1,1,"(932,1136]","(255,11745]"
511,3,4474,1,0,0,0,0,8,"(672,799]","(255,11745]"
530,7,5448,1,0,0,0,0,12,"(932,1136]","(15155,22370]"
741,6,6304,1,0,0,0,0,6,"(799,932]","(11825,13550]"
1022,3,5936,1,0,0,1,0,10,"(672,799]","(255,11745]"
959,6,4094,1,0,0,0,0,8,"(427,534]","(255,11745]"
398,2,6191,1,1,0,0,1,10,"(534,672]","(255,11745]"
541,1,9307,1,1,0,1,0,3,"(932,1136]","(255,11745]"
866,3,6108,1,1,0,0,1,3,"(195,427]","(255,11745]"
403,2,8945,1,1,0,0,0,3,"(799,932]","(255,11745]"
316,7,0,0,0,0,0,0,10,"(0,195]","(255,11745]"
818,4,0,0,0,1,1,1,1,"(0,195]","(255,11745]"
142,5,5603,1,1,0,0,0,5,"(672,799]","(255,11745]"
258,5,5253,1,0,0,0,1,6,"(427,534]","(27070,75860]"
879,7,0,0,0,0,0,1,5,"(0,195]",
729,3,9530,1,1,0,1,0,8,"(932,1136]","(255,11745]"
606,6,4036,1,0,0,0,0,7,"(195,427]","(255,11745]"
60,5,7430,1,1,0,0,0,6,"(534,672]","(255,11745]"
295,4,5945,1,1,0,0,1,5,"(672,799]","(35,245]"
819,7,0,0,0,0,0,0,4,"(0,195]","(255,11745]"
203,5,6464,1,1,0,0,0,6,"(799,932]","(255,11745]"
142,3,4889,1,1,0,0,0,1,"(534,672]","(255,11745]"
669,5,5414,1,1,0,0,1,5,"(427,534]","(15155,22370]"
