Store,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,CompetitionDistance,Promo2,Month_binned
389,1,14274,1528,1,1,0,0,6690.0,0,"(0,3]"
1012,4,6997,587,1,1,0,0,6330.0,1,"(3,6]"
539,4,10482,1085,1,1,0,1,770.0,1,"(6,9]"
971,5,11517,1211,1,1,0,0,1140.0,1,"(9,12]"
657,4,9315,1088,1,1,0,1,80.0,1,"(0,3]"
992,3,5178,587,1,1,0,1,2480.0,0,"(6,9]"
1008,5,3774,562,1,0,0,1,30.0,0,"(6,9]"
760,2,5968,990,1,0,0,0,560.0,0,"(0,3]"
532,4,3435,475,1,1,0,0,1070.0,0,"(0,3]"
35,6,7621,604,1,0,0,0,7660.0,1,"(6,9]"
857,2,7813,930,1,1,0,0,6270.0,1,"(0,3]"
361,7,0,0,0,0,0,0,4490.0,1,"(0,3]"
519,5,5812,644,1,1,0,0,2510.0,1,"(3,6]"
73,7,0,0,0,0,0,0,1650.0,0,"(9,12]"
582,7,0,0,0,0,0,0,120.0,0,"(3,6]"
398,2,3479,466,1,0,0,0,1540.0,1,"(0,3]"
1034,4,6160,687,1,0,0,0,13750.0,0,"(6,9]"
712,1,10443,767,1,1,0,0,4870.0,1,"(0,3]"
962,1,13083,1403,1,1,0,0,260.0,0,"(9,12]"
32,6,2149,274,1,0,0,0,2910.0,1,"(0,3]"
732,2,6540,777,1,0,0,0,35280.0,0,"(3,6]"
72,3,0,0,0,1,1,0,2200.0,1,"(3,6]"
945,1,3554,481,1,0,0,1,12480.0,0,"(6,9]"
1042,1,5299,684,1,1,0,0,3440.0,1,"(9,12]"
444,5,9950,1149,1,1,0,0,1700.0,0,"(6,9]"
1083,5,5472,388,1,1,0,1,11540.0,1,"(9,12]"
88,5,6506,712,1,1,0,0,10690.0,0,"(9,12]"
826,2,6507,641,1,0,0,1,7980.0,0,"(6,9]"
194,4,4201,362,1,0,0,1,16970.0,1,"(6,9]"
562,2,18898,3119,1,1,0,0,1210.0,0,"(3,6]"
830,1,9023,694,1,1,0,0,6320.0,1,"(0,3]"
390,6,9645,984,1,0,0,0,1600.0,0,"(0,3]"
649,5,4445,507,1,1,0,0,14570.0,0,"(0,3]"
838,6,6727,741,1,0,0,0,6890.0,1,"(3,6]"
244,2,7014,661,1,1,0,0,710.0,1,"(6,9]"
772,2,3694,496,1,1,0,0,1850.0,0,"(3,6]"
529,2,9116,809,1,1,0,0,12920.0,0,"(0,3]"
63,1,12065,917,1,1,0,0,3700.0,1,"(9,12]"
617,7,0,0,0,0,0,0,8940.0,1,"(3,6]"
249,2,7675,802,1,0,0,0,18010.0,0,"(6,9]"
907,5,5509,664,1,0,0,0,250.0,0,"(9,12]"
148,7,0,0,0,0,0,0,2090.0,0,"(0,3]"
850,4,5423,635,1,0,0,0,1120.0,1,"(0,3]"
1047,1,6644,626,1,1,0,1,3750.0,1,"(6,9]"
226,5,8002,772,1,1,0,0,450.0,0,"(0,3]"
224,6,8768,623,1,0,0,0,7930.0,1,"(9,12]"
659,7,0,0,0,0,0,0,1590.0,0,"(0,3]"
126,1,5201,473,1,0,0,0,3370.0,1,"(3,6]"
589,3,7176,638,1,1,0,0,360.0,1,"(9,12]"
739,5,7899,654,1,1,0,0,2770.0,1,"(3,6]"
51,1,7202,500,1,0,0,0,10570.0,1,"(6,9]"
758,1,6692,776,1,1,0,0,19780.0,0,"(3,6]"
603,6,5039,738,1,0,0,0,340.0,1,"(6,9]"
662,5,10824,866,1,1,0,0,1070.0,0,"(3,6]"
221,1,4189,485,1,0,0,0,13530.0,0,"(0,3]"
631,4,5212,643,1,1,0,0,2870.0,1,"(0,3]"
202,5,6844,565,1,1,0,0,5140.0,0,"(3,6]"
289,2,7068,588,1,1,0,0,6540.0,0,"(3,6]"
216,3,7479,909,1,1,0,0,190.0,1,"(3,6]"
1074,5,5747,638,1,1,0,0,3330.0,1,"(6,9]"
692,6,3561,506,1,0,0,0,40.0,0,"(0,3]"
208,6,2673,421,1,0,0,0,300.0,0,"(0,3]"
279,1,6841,583,1,0,0,0,2320.0,1,"(3,6]"
898,1,11954,1139,1,1,0,0,18540.0,0,"(3,6]"
737,2,4641,748,1,0,0,0,100.0,1,"(3,6]"
1096,2,4682,582,1,1,0,0,1130.0,1,"(3,6]"
970,5,3373,402,1,1,0,0,910.0,1,"(6,9]"
484,4,6288,654,1,1,0,0,14300.0,0,"(0,3]"
530,1,5873,957,1,0,0,0,18160.0,0,"(6,9]"
303,3,6399,670,1,1,0,0,15430.0,1,"(9,12]"
621,1,6296,823,1,0,0,1,30.0,0,"(6,9]"
490,2,10128,1283,1,1,0,0,660.0,1,"(0,3]"
847,5,10592,1364,1,0,0,0,190.0,1,"(3,6]"
233,2,7773,927,1,0,0,1,1890.0,0,"(6,9]"
403,6,7635,758,1,0,0,0,4970.0,0,"(9,12]"
586,6,15534,2845,1,0,0,0,250.0,0,"(6,9]"
870,5,12437,1176,1,1,0,1,780.0,0,"(6,9]"
915,5,6382,530,1,0,0,0,650.0,1,"(6,9]"
659,6,3853,466,1,0,0,0,1590.0,0,"(6,9]"
261,7,0,0,0,0,0,0,15340.0,1,"(0,3]"
63,2,6878,603,1,1,0,0,3700.0,1,"(0,3]"
499,5,6265,861,1,1,0,0,450.0,1,"(6,9]"
205,3,7775,958,1,1,0,0,110.0,0,"(9,12]"
735,3,3526,423,1,0,0,0,1920.0,0,"(0,3]"
275,2,5275,572,1,0,0,0,300.0,1,"(0,3]"
979,6,4894,583,1,0,0,0,2270.0,1,"(0,3]"
585,7,0,0,0,0,0,0,440.0,0,"(0,3]"
77,6,8143,699,1,0,0,0,1090.0,1,"(0,3]"
20,5,8505,848,1,1,0,0,2340.0,1,"(3,6]"
604,7,0,0,0,0,1,0,10950.0,0,"(0,3]"
1043,5,8628,1259,1,1,0,0,420.0,0,"(3,6]"
276,2,3898,535,1,0,0,0,2960.0,1,"(0,3]"
730,7,0,0,0,0,0,0,1190.0,0,"(6,9]"
124,5,5419,705,1,1,0,0,1410.0,0,"(0,3]"
607,6,1507,178,1,0,0,0,350.0,1,"(6,9]"
171,3,7231,764,1,0,0,0,2640.0,0,"(3,6]"
928,7,0,0,0,0,0,0,1090.0,1,"(3,6]"
715,7,0,0,0,0,0,0,14810.0,0,"(3,6]"
800,3,0,0,0,1,1,0,2020.0,0,"(3,6]"
518,5,5281,497,1,0,0,0,3330.0,1,"(0,3]"
971,6,11254,1298,1,0,0,0,1140.0,1,"(9,12]"
791,2,7996,821,1,1,0,1,5950.0,0,"(9,12]"
56,6,9269,625,1,0,0,0,6620.0,1,"(0,3]"
412,4,7531,518,1,1,0,0,4460.0,1,"(0,3]"
333,4,9778,1308,1,1,0,1,3720.0,0,"(0,3]"
459,7,0,0,0,0,0,0,250.0,1,"(9,12]"
686,6,3490,383,1,0,0,0,20050.0,0,"(3,6]"
476,5,6799,753,1,1,0,0,8300.0,0,"(9,12]"
139,5,5851,504,1,0,0,0,1700.0,1,"(3,6]"
1075,4,12907,1116,1,1,0,0,1410.0,0,"(6,9]"
597,6,4670,681,1,0,0,0,150.0,1,"(3,6]"
892,3,7777,753,1,1,0,0,19370.0,0,"(0,3]"
967,6,7397,788,1,0,0,0,3560.0,1,"(3,6]"
82,3,15440,1248,1,1,0,0,22390.0,1,"(9,12]"
75,6,5214,598,1,0,0,0,22440.0,0,"(6,9]"
631,5,5460,683,1,1,0,0,2870.0,1,"(6,9]"
854,2,4657,526,1,0,0,0,4770.0,1,"(3,6]"
379,6,3210,398,1,0,0,0,6630.0,0,"(3,6]"
69,3,7222,978,1,0,0,0,1130.0,1,"(0,3]"
64,1,8118,627,1,0,0,0,22560.0,1,"(0,3]"
126,1,4517,448,1,0,0,0,3370.0,1,"(9,12]"
70,6,7661,840,1,0,0,1,4840.0,0,"(3,6]"
686,3,7000,853,1,1,0,0,20050.0,0,"(0,3]"
1015,5,6791,530,1,1,0,0,9910.0,1,"(6,9]"
1055,2,5763,812,1,0,0,0,1980.0,0,"(6,9]"
754,5,8209,1005,1,1,0,0,380.0,1,"(0,3]"
511,3,4474,726,1,0,0,0,2060.0,0,"(6,9]"
530,7,5448,936,1,0,0,0,18160.0,0,"(9,12]"
741,6,6304,850,1,0,0,0,11900.0,0,"(3,6]"
1022,3,5936,729,1,0,0,1,1520.0,0,"(9,12]"
959,6,4094,433,1,0,0,0,1060.0,0,"(6,9]"
398,2,6191,631,1,1,0,0,1540.0,1,"(9,12]"
541,1,9307,1104,1,1,0,1,650.0,0,"(0,3]"
866,3,6108,420,1,1,0,0,9680.0,1,"(0,3]"
403,2,8945,814,1,1,0,0,4970.0,0,"(0,3]"
316,7,0,0,0,0,0,0,9000.0,0,"(9,12]"
818,4,0,0,0,0,1,1,490.0,1,"(0,3]"
142,5,5603,691,1,1,0,0,1090.0,0,"(3,6]"
258,5,5253,485,1,0,0,0,27190.0,1,"(3,6]"
879,7,0,0,0,0,0,0,,1,"(3,6]"
729,3,9530,1002,1,1,0,1,8980.0,0,"(6,9]"
606,6,4036,409,1,0,0,0,2260.0,0,"(6,9]"
60,5,7430,665,1,1,0,0,5540.0,0,"(3,6]"
295,4,5945,690,1,1,0,0,210.0,1,"(3,6]"
819,7,0,0,0,0,0,0,720.0,0,"(3,6]"
203,5,6464,828,1,1,0,0,490.0,0,"(3,6]"
142,3,4889,588,1,1,0,0,1090.0,0,"(0,3]"
669,5,5414,449,1,1,0,0,17080.0,1,"(3,6]"
800,2,2858,327,1,0,0,0,2020.0,0,"(6,9]"
30,6,4375,706,1,0,0,0,40.0,1,"(0,3]"
238,2,8757,1237,1,1,0,0,320.0,1,"(0,3]"
878,1,7431,716,1,0,0,1,1100.0,0,"(6,9]"
721,3,8305,737,1,1,0,0,3590.0,1,"(6,9]"
877,3,6087,839,1,1,0,0,29190.0,0,"(3,6]"
622,2,4233,408,1,1,0,0,,0,"(3,6]"
466,2,5961,651,1,0,0,0,3110.0,0,"(9,12]"
228,7,0,0,0,0,0,0,10800.0,1,"(3,6]"
913,5,9836,1273,1,1,0,0,280.0,0,"(3,6]"
787,2,8175,968,1,0,0,1,3210.0,0,"(0,3]"
849,7,0,0,0,0,0,0,5000.0,0,"(9,12]"
991,3,3887,399,1,0,0,0,1010.0,0,"(3,6]"
358,4,7637,925,1,0,0,0,2890.0,0,"(0,3]"
113,4,6319,627,1,0,0,0,20930.0,0,"(9,12]"
1069,2,7158,839,1,1,0,1,18050.0,1,"(6,9]"
1001,4,5054,603,1,1,0,0,19640.0,1,"(3,6]"
1007,1,9191,914,1,1,0,0,4180.0,0,"(0,3]"
390,2,15724,1263,1,1,0,0,1600.0,0,"(3,6]"
1083,4,4240,314,1,1,0,0,11540.0,1,"(0,3]"
417,5,4956,602,1,0,0,0,840.0,1,"(3,6]"
1109,4,5595,496,1,1,0,1,3490.0,1,"(0,3]"
464,3,9217,1088,1,1,0,0,520.0,0,"(0,3]"
681,4,3176,508,1,1,0,0,620.0,1,"(9,12]"
505,4,5326,671,1,1,0,0,350.0,1,"(0,3]"
132,4,5994,583,1,0,0,0,1040.0,1,"(3,6]"
40,6,5544,785,1,0,0,0,180.0,1,"(6,9]"
500,7,0,0,0,0,0,0,10690.0,1,"(9,12]"
566,1,4333,533,1,0,0,0,3620.0,1,"(9,12]"
988,3,4857,815,1,1,0,0,30.0,0,"(3,6]"
1072,2,8578,710,1,1,0,1,5380.0,1,"(6,9]"
515,1,5896,540,1,0,0,0,11260.0,1,"(0,3]"
917,7,0,0,0,0,0,0,7240.0,0,"(3,6]"
763,1,4733,512,1,0,0,0,32240.0,0,"(0,3]"
211,5,12323,1416,1,0,0,0,350.0,0,"(9,12]"
937,7,0,0,0,0,0,0,2810.0,1,"(6,9]"
251,1,17788,2366,1,0,0,0,340.0,0,"(6,9]"
284,4,0,0,0,1,1,0,1290.0,1,"(3,6]"
17,1,4708,716,1,0,0,0,50.0,1,"(3,6]"
154,3,10226,823,1,1,0,0,16420.0,0,"(3,6]"
1047,3,4596,523,1,1,0,0,3750.0,1,"(0,3]"
764,2,4806,551,1,1,0,0,26490.0,1,"(3,6]"
496,1,13682,1268,1,1,0,0,2780.0,0,"(3,6]"
1076,4,2905,524,1,0,0,0,90.0,1,"(3,6]"
587,3,7529,529,1,0,0,0,330.0,1,"(0,3]"
1020,5,6945,835,1,0,0,0,40.0,0,"(3,6]"
455,7,0,0,0,0,0,0,7660.0,0,"(9,12]"
91,2,5612,627,1,1,0,0,2410.0,1,"(3,6]"
817,5,22946,2996,1,1,0,0,140.0,0,"(3,6]"
104,4,10387,1284,1,1,0,1,390.0,0,"(6,9]"
257,6,3118,398,1,0,0,0,420.0,0,"(0,3]"
777,7,0,0,0,0,0,0,8250.0,1,"(6,9]"
800,6,3818,379,1,0,0,0,2020.0,0,"(0,3]"
189,7,0,0,0,0,0,0,5760.0,0,"(3,6]"
737,3,6836,979,1,1,0,0,100.0,1,"(0,3]"
198,3,1975,261,1,0,0,1,290.0,1,"(6,9]"
376,2,6528,855,1,0,0,0,160.0,0,"(0,3]"
246,6,4598,662,1,0,0,0,4660.0,0,"(6,9]"
978,2,8041,992,1,1,0,1,3890.0,0,"(0,3]"
239,2,7675,568,1,1,0,0,610.0,0,"(9,12]"
891,3,8467,1162,1,1,0,0,350.0,1,"(3,6]"
264,5,5789,851,1,1,0,0,180.0,0,"(6,9]"
551,2,7525,1128,1,1,0,0,2190.0,0,"(9,12]"
1003,5,8685,926,1,1,0,0,170.0,1,"(0,3]"
674,1,12305,1309,1,1,0,0,2640.0,1,"(3,6]"
328,3,3799,496,1,0,0,0,3130.0,0,"(6,9]"
740,4,0,0,0,0,3,1,6400.0,0,"(9,12]"
488,2,3154,377,1,0,0,1,2890.0,0,"(3,6]"
401,1,9492,826,1,1,0,0,9200.0,1,"(6,9]"
152,7,0,0,0,0,0,0,1780.0,0,"(3,6]"
326,1,2755,258,1,0,0,0,10070.0,1,"(0,3]"
286,3,7316,630,1,1,0,0,1460.0,0,"(3,6]"
427,6,5724,609,1,0,0,0,70.0,1,"(6,9]"
673,3,8004,603,1,1,0,0,15170.0,1,"(3,6]"
1079,4,0,0,0,1,1,0,16680.0,1,"(3,6]"
357,6,7234,925,1,0,0,0,2060.0,0,"(9,12]"
1071,6,4672,580,1,0,0,0,820.0,1,"(3,6]"
531,3,3978,501,1,1,0,1,4030.0,0,"(6,9]"
156,2,5174,635,1,0,0,0,2020.0,1,"(0,3]"
1081,1,4799,792,1,0,0,0,400.0,0,"(0,3]"
184,1,6886,646,1,0,0,1,3560.0,0,"(6,9]"
1060,7,0,0,0,0,0,0,3430.0,1,"(0,3]"
1095,7,0,0,0,0,0,0,690.0,1,"(0,3]"
440,2,6351,684,1,1,0,0,3900.0,1,"(0,3]"
305,7,0,0,0,0,0,0,2470.0,1,"(0,3]"
467,6,13507,1548,1,0,0,0,20390.0,0,"(3,6]"
448,2,9772,857,1,1,0,0,3970.0,0,"(0,3]"
715,7,0,0,0,0,0,0,14810.0,0,"(0,3]"
956,5,4954,605,1,1,0,0,2330.0,1,"(9,12]"
573,4,2426,264,1,0,0,0,1190.0,1,"(0,3]"
596,5,4130,707,1,0,0,0,290.0,0,"(9,12]"
586,6,15248,2702,1,0,0,0,250.0,0,"(3,6]"
131,4,4343,481,1,0,0,0,920.0,0,"(3,6]"
807,2,6779,743,1,0,0,1,3870.0,0,"(6,9]"
588,3,5772,686,1,1,0,0,15720.0,0,"(0,3]"
907,7,0,0,0,0,0,0,250.0,0,"(3,6]"
35,5,10722,764,1,1,0,0,7660.0,1,"(9,12]"
360,3,6463,704,1,1,0,0,2040.0,0,"(9,12]"
497,3,13186,1418,1,1,0,0,1610.0,0,"(9,12]"
318,6,5714,543,1,0,0,0,32330.0,0,"(9,12]"
366,2,7668,648,1,1,0,1,6470.0,0,"(6,9]"
793,2,3030,342,1,0,0,0,2710.0,0,"(0,3]"
393,4,4253,464,1,0,0,0,4820.0,0,"(3,6]"
983,3,8995,1273,1,1,0,0,40.0,1,"(3,6]"
49,2,7674,536,1,1,0,0,18010.0,0,"(0,3]"
323,4,6046,523,1,0,0,0,8400.0,1,"(3,6]"
561,7,0,0,0,0,0,0,14300.0,0,"(3,6]"
66,1,6005,482,1,1,0,0,7660.0,1,"(9,12]"
552,1,5852,658,1,0,0,0,4260.0,1,"(3,6]"
600,2,4397,446,1,0,0,0,17340.0,1,"(3,6]"
112,5,5121,727,1,0,0,0,1630.0,0,"(0,3]"
438,2,3634,431,1,0,0,0,1110.0,1,"(3,6]"
56,3,5750,379,1,0,0,0,6620.0,1,"(9,12]"
890,3,4855,398,1,0,0,1,4450.0,1,"(3,6]"
1067,4,9054,673,1,1,0,1,12020.0,0,"(3,6]"
310,4,7963,742,1,0,0,1,2290.0,1,"(0,3]"
1058,1,0,0,0,0,1,0,180.0,1,"(3,6]"
234,2,13453,1194,1,1,0,1,4370.0,0,"(6,9]"
878,5,9359,827,1,0,0,0,1100.0,0,"(0,3]"
805,5,7494,702,1,1,0,0,24770.0,1,"(6,9]"
448,2,7034,681,1,0,0,0,3970.0,0,"(0,3]"
428,2,7000,536,1,1,0,1,2960.0,1,"(6,9]"
270,2,7834,1111,1,0,0,0,1450.0,0,"(0,3]"
91,7,0,0,0,0,0,0,2410.0,1,"(3,6]"
974,7,0,0,0,0,0,0,150.0,1,"(0,3]"
344,6,7293,1074,1,0,0,0,300.0,1,"(6,9]"
142,4,5150,597,1,1,0,0,1090.0,0,"(9,12]"
780,1,9277,1011,1,1,0,0,18160.0,0,"(9,12]"
506,6,5124,607,1,0,0,0,1850.0,1,"(6,9]"
1078,7,0,0,0,0,0,0,670.0,1,"(9,12]"
1054,6,4017,420,1,0,0,0,13190.0,1,"(6,9]"
318,6,5333,501,1,0,0,0,32330.0,0,"(9,12]"
384,4,0,0,0,0,1,0,130.0,1,"(3,6]"
344,3,6009,931,1,0,0,0,300.0,1,"(0,3]"
159,6,6560,600,1,0,0,0,8530.0,0,"(6,9]"
609,5,4891,532,1,0,0,1,2070.0,0,"(9,12]"
1016,6,3232,368,1,0,0,0,550.0,1,"(3,6]"
33,7,0,0,0,0,0,0,1320.0,0,"(0,3]"
682,1,15822,2120,1,1,0,0,150.0,0,"(0,3]"
590,1,4491,365,1,0,0,1,4520.0,1,"(9,12]"
703,6,2629,260,1,0,0,0,80.0,0,"(9,12]"
122,6,5827,750,1,0,0,0,58260.0,0,"(0,3]"
557,1,3466,583,1,0,0,0,250.0,0,"(6,9]"
779,2,6056,721,1,0,0,0,16990.0,0,"(3,6]"
249,4,5802,573,1,1,0,0,18010.0,0,"(3,6]"
969,2,3123,592,1,0,0,0,600.0,1,"(3,6]"
516,2,4494,666,1,0,0,0,20.0,1,"(6,9]"
897,6,3752,440,1,0,0,0,3290.0,1,"(9,12]"
684,5,0,0,0,1,2,1,680.0,1,"(3,6]"
165,1,3768,454,1,0,0,0,3720.0,1,"(6,9]"
568,2,3715,346,1,0,0,1,4270.0,1,"(3,6]"
106,2,8744,772,1,1,0,1,1390.0,0,"(9,12]"
959,6,4200,416,1,0,0,0,1060.0,0,"(6,9]"
479,5,12488,1416,1,0,0,0,320.0,1,"(9,12]"
896,3,6671,1019,1,1,0,0,170.0,0,"(0,3]"
550,7,0,0,0,0,0,0,50.0,0,"(6,9]"
956,4,3478,458,1,1,0,0,2330.0,1,"(3,6]"
98,7,0,0,0,0,0,0,15140.0,1,"(3,6]"
307,5,3534,376,1,1,0,0,18660.0,0,"(9,12]"
208,7,0,0,0,0,0,0,300.0,0,"(0,3]"
297,5,5590,679,1,0,0,0,2300.0,0,"(9,12]"
432,5,10429,1556,1,1,0,0,810.0,0,"(9,12]"
616,2,12185,1139,1,1,0,0,3040.0,1,"(3,6]"
672,6,10604,1772,1,0,0,0,240.0,0,"(9,12]"
994,6,2727,263,1,0,0,0,2290.0,1,"(0,3]"
881,2,4761,694,1,1,0,0,180.0,1,"(0,3]"
64,6,9850,844,1,0,0,0,22560.0,1,"(0,3]"
732,1,9960,1094,1,0,0,1,35280.0,0,"(6,9]"
1111,1,4497,482,1,0,0,0,1900.0,1,"(3,6]"
943,2,7593,572,1,1,0,1,18020.0,0,"(6,9]"
615,3,11177,1242,1,1,0,1,730.0,0,"(6,9]"
1064,1,15336,1549,1,0,0,1,420.0,0,"(9,12]"
414,1,8568,588,1,1,0,0,6210.0,1,"(0,3]"
688,5,4163,424,1,1,0,0,18760.0,1,"(9,12]"
145,6,6683,1030,1,0,0,0,280.0,1,"(3,6]"
72,5,4972,526,1,1,0,0,2200.0,1,"(0,3]"
494,1,13566,1474,1,1,0,0,1260.0,0,"(9,12]"
497,6,7193,930,1,0,0,0,1610.0,0,"(9,12]"
805,6,4340,443,1,0,0,0,24770.0,1,"(0,3]"
514,7,0,0,0,0,0,0,1200.0,1,"(0,3]"
208,2,3730,448,1,1,0,0,300.0,0,"(9,12]"
146,5,7115,714,1,0,0,1,8050.0,1,"(0,3]"
568,6,5594,489,1,0,0,0,4270.0,1,"(0,3]"
404,4,4070,609,1,0,0,0,1420.0,1,"(0,3]"
245,4,7971,900,1,0,0,1,1310.0,0,"(6,9]"
56,6,7761,534,1,0,0,0,6620.0,1,"(6,9]"
964,5,10768,1511,1,0,0,0,270.0,1,"(9,12]"
803,2,7707,582,1,1,0,0,1760.0,1,"(3,6]"
1105,6,3971,437,1,0,0,0,330.0,1,"(3,6]"
683,4,9201,862,1,1,0,1,2850.0,0,"(3,6]"
282,2,5319,716,1,1,0,0,1220.0,0,"(9,12]"
15,6,5963,633,1,0,0,0,4110.0,1,"(0,3]"
597,6,4007,595,1,0,0,0,150.0,1,"(0,3]"
628,3,4571,635,1,0,0,0,2180.0,0,"(3,6]"
1090,1,11055,1123,1,1,0,0,330.0,1,"(9,12]"
200,5,6853,918,1,0,0,1,1650.0,0,"(3,6]"
548,2,3471,328,1,0,0,0,3760.0,0,"(9,12]"
624,2,12614,1029,1,1,0,0,6920.0,0,"(9,12]"
491,1,7450,522,1,0,0,0,4680.0,1,"(9,12]"
712,5,6719,580,1,0,0,0,4870.0,1,"(0,3]"
887,6,5356,480,1,0,0,0,19700.0,1,"(0,3]"
585,2,3900,644,1,0,0,1,440.0,0,"(6,9]"
761,5,7804,926,1,0,0,0,2390.0,0,"(3,6]"
1031,4,5432,444,1,1,0,0,590.0,0,"(3,6]"
635,4,4518,556,1,0,0,1,27530.0,0,"(6,9]"
1075,3,9216,1016,1,0,0,1,1410.0,0,"(6,9]"
1033,4,15033,1360,1,1,0,0,7680.0,0,"(3,6]"
407,3,2826,230,1,0,0,1,5890.0,1,"(0,3]"
178,5,11080,1023,1,1,0,0,1710.0,0,"(0,3]"
268,2,3802,484,1,0,0,1,4520.0,0,"(9,12]"
236,5,5921,842,1,0,0,0,1000.0,0,"(9,12]"
655,7,0,0,0,0,0,0,960.0,1,"(6,9]"
300,1,7632,923,1,1,0,0,120.0,1,"(3,6]"
681,3,3180,436,1,0,0,0,620.0,1,"(9,12]"
123,6,3427,415,1,0,0,0,16760.0,0,"(6,9]"
950,4,4408,514,1,0,0,0,8460.0,0,"(3,6]"
894,3,11261,1256,1,1,0,0,190.0,0,"(3,6]"
772,5,3174,459,1,0,0,0,1850.0,0,"(6,9]"
680,4,5229,728,1,1,0,0,170.0,1,"(9,12]"
759,4,6553,692,1,1,0,0,110.0,1,"(0,3]"
696,3,8134,1065,1,1,0,0,430.0,0,"(3,6]"
996,1,5765,714,1,0,0,0,2870.0,1,"(6,9]"
281,4,6243,558,1,1,0,0,6970.0,0,"(3,6]"
892,7,0,0,0,0,0,0,19370.0,0,"(0,3]"
484,6,8049,839,1,0,0,0,14300.0,0,"(9,12]"
138,5,8711,811,1,1,0,0,25360.0,0,"(9,12]"
509,4,5825,486,1,1,0,1,4740.0,1,"(6,9]"
464,7,0,0,0,0,0,0,520.0,0,"(6,9]"
941,1,5968,632,1,1,0,0,1200.0,1,"(0,3]"
1005,6,5933,963,1,0,0,0,6480.0,0,"(0,3]"
211,3,12656,1519,1,0,0,0,350.0,0,"(3,6]"
726,7,0,0,0,0,0,0,40540.0,0,"(9,12]"
223,3,7248,753,1,0,0,0,2920.0,1,"(9,12]"
832,5,5165,512,1,0,0,0,5070.0,1,"(3,6]"
991,6,6804,648,1,0,0,0,1010.0,0,"(3,6]"
226,3,8000,760,1,1,0,0,450.0,0,"(6,9]"
215,5,4966,423,1,0,0,0,150.0,1,"(6,9]"
458,6,8698,866,1,0,0,0,3390.0,0,"(3,6]"
772,4,2925,439,1,1,0,0,1850.0,0,"(0,3]"
291,7,0,0,0,0,0,0,,0,"(9,12]"
453,1,5525,612,1,0,0,0,75860.0,0,"(0,3]"
783,7,0,0,0,0,0,0,15490.0,0,"(9,12]"
3,7,0,0,0,0,0,0,14130.0,1,"(0,3]"
519,4,5041,506,1,1,0,0,2510.0,1,"(3,6]"
320,3,14116,1967,1,1,0,0,210.0,0,"(9,12]"
271,1,11859,1113,1,1,0,0,420.0,1,"(0,3]"
281,6,4933,522,1,0,0,0,6970.0,0,"(3,6]"
235,7,0,0,0,0,0,1,5710.0,1,"(6,9]"
829,4,5915,754,1,1,0,0,110.0,0,"(0,3]"
220,7,0,0,0,0,0,0,1000.0,0,"(9,12]"
240,4,3635,352,1,0,0,0,1110.0,0,"(9,12]"
859,3,7684,700,1,1,0,0,21770.0,0,"(3,6]"
643,1,8321,987,1,1,0,0,230.0,1,"(0,3]"
413,7,0,0,0,0,0,0,760.0,0,"(0,3]"
448,2,9519,810,1,1,0,0,3970.0,0,"(0,3]"
1057,1,7688,710,1,1,0,0,3230.0,0,"(9,12]"
738,1,11843,862,1,1,0,0,5980.0,0,"(6,9]"
97,5,7391,782,1,1,0,1,8980.0,0,"(9,12]"
394,5,8444,700,1,0,0,0,10850.0,0,"(3,6]"
1063,1,3399,483,1,0,0,0,6250.0,0,"(3,6]"
949,1,12692,867,1,1,0,0,870.0,0,"(9,12]"
942,2,6968,517,1,1,0,1,6860.0,1,"(6,9]"
683,6,5128,543,1,0,0,0,2850.0,0,"(3,6]"
83,2,4301,349,1,1,0,0,2710.0,0,"(0,3]"
48,5,3496,395,1,0,0,0,1060.0,0,"(3,6]"
714,5,4612,353,1,0,0,0,12070.0,1,"(3,6]"
302,3,3213,265,1,1,0,0,2190.0,1,"(0,3]"
550,4,5901,508,1,1,0,0,50.0,0,"(6,9]"
272,1,4546,563,1,0,0,1,16180.0,1,"(6,9]"
1098,4,0,0,0,0,3,1,1830.0,0,"(9,12]"
574,1,6918,579,1,0,0,1,4400.0,0,"(6,9]"
251,6,18031,2235,1,0,0,0,340.0,0,"(0,3]"
779,3,4692,524,1,0,0,0,16990.0,0,"(0,3]"
8,7,0,0,0,0,0,0,7520.0,0,"(6,9]"
1110,6,2865,346,1,0,0,0,900.0,0,"(3,6]"
417,6,5482,599,1,0,0,0,840.0,1,"(3,6]"
21,3,7370,692,1,1,0,1,550.0,1,"(0,3]"
532,3,11117,1323,1,1,0,0,1070.0,0,"(0,3]"
554,4,4282,583,1,0,0,0,1200.0,0,"(3,6]"
154,4,10322,823,1,1,0,0,16420.0,0,"(3,6]"
504,7,0,0,0,0,0,0,820.0,0,"(9,12]"
328,7,0,0,0,0,0,0,3130.0,0,"(6,9]"
185,7,0,0,0,0,0,0,1860.0,0,"(0,3]"
1049,7,0,0,0,0,0,0,370.0,1,"(9,12]"
1066,3,8701,937,1,0,0,0,3350.0,0,"(0,3]"
1103,4,2908,240,1,0,0,1,1340.0,1,"(6,9]"
893,3,5632,783,1,0,0,0,130.0,1,"(9,12]"
169,4,7588,730,1,1,0,0,980.0,1,"(9,12]"
749,5,0,0,0,1,2,1,3410.0,1,"(3,6]"
111,6,6502,678,1,0,0,0,7890.0,1,"(0,3]"
