Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,CompetitionDistance,Promo2
809,2,2014-09-02,12624,946,1,1,0,0,12770.0,0
624,7,2014-12-21,0,0,0,0,0,0,6920.0,0
487,7,2013-12-29,0,0,0,0,0,0,2180.0,1
968,4,2014-02-20,6921,820,1,1,0,1,1190.0,0
826,5,2015-05-01,0,0,0,1,1,0,7980.0,0
1047,2,2013-03-19,5558,577,1,1,0,0,3750.0,1
1052,4,2014-11-20,6202,689,1,0,0,0,5080.0,1
763,7,2013-05-05,0,0,0,0,0,0,32240.0,0
216,1,2013-10-28,5335,786,1,0,0,1,190.0,1
746,2,2013-09-03,3433,377,1,0,0,0,4330.0,1
949,7,2015-06-07,0,0,0,0,0,0,870.0,0
1046,7,2013-12-15,0,0,0,0,0,0,29070.0,0
210,7,2013-10-27,0,0,0,0,0,0,970.0,1
120,3,2015-05-13,7088,693,1,0,0,0,2290.0,1
527,1,2013-09-23,11097,1046,1,1,0,0,5830.0,0
493,6,2013-12-07,7787,812,1,0,0,0,1150.0,1
525,7,2014-05-25,0,0,0,0,0,0,1870.0,0
86,6,2014-11-08,4123,560,1,0,0,0,480.0,1
943,3,2013-06-19,6201,525,1,1,0,0,18020.0,0
209,7,2013-12-22,3393,300,1,0,0,0,11680.0,1
603,3,2013-06-26,4586,710,1,0,0,0,340.0,1
632,7,2013-08-11,0,0,0,0,0,0,3350.0,0
884,7,2014-05-11,0,0,0,0,0,0,7550.0,0
14,7,2013-04-21,0,0,0,0,0,0,1300.0,1
550,5,2014-10-10,6787,528,1,1,0,0,50.0,0
146,3,2014-06-04,8915,743,1,1,0,0,8050.0,1
724,7,2013-10-06,0,0,0,0,0,0,5900.0,0
697,2,2014-02-04,13378,1188,1,1,0,0,3780.0,1
29,5,2015-01-09,8021,720,1,1,0,0,2170.0,0
14,7,2013-09-15,0,0,0,0,0,0,1300.0,1
731,6,2014-04-19,10255,1232,1,0,0,0,15270.0,1
254,4,2014-05-22,2792,208,1,1,0,0,330.0,1
1066,4,2013-11-28,10982,1070,1,0,0,0,3350.0,0
1032,4,2013-02-28,8128,989,1,0,0,0,270.0,1
609,3,2013-10-02,4929,550,1,0,0,1,2070.0,0
117,7,2015-07-12,0,0,0,0,0,0,3450.0,0
916,4,2013-12-05,6511,793,1,1,0,0,90.0,0
974,3,2013-03-13,9695,1450,1,0,0,0,150.0,1
906,7,2015-06-07,0,0,0,0,0,0,90.0,0
402,2,2013-11-12,3967,455,1,0,0,0,5830.0,1
274,4,2013-02-28,2955,768,1,0,0,0,3640.0,1
203,4,2014-10-23,6742,893,1,1,0,0,490.0,0
133,5,2014-01-17,4613,622,1,0,0,0,270.0,1
946,5,2013-08-02,4493,543,1,1,0,1,2220.0,1
286,4,2013-05-16,5985,526,1,1,0,0,1460.0,0
1028,1,2013-04-08,6773,761,1,1,0,0,150.0,1
1041,1,2014-02-10,5171,629,1,0,0,0,1600.0,1
566,5,2014-11-14,6085,667,1,1,0,0,3620.0,1
9,5,2013-04-19,5359,491,1,0,0,0,2030.0,0
629,3,2013-09-18,6528,597,1,0,0,0,510.0,1
410,2,2014-12-23,9118,1188,1,0,0,1,40.0,1
329,3,2014-02-26,6059,606,1,0,0,0,1310.0,1
31,2,2013-03-19,6789,599,1,1,0,0,9800.0,0
951,5,2013-10-18,5956,596,1,0,0,0,710.0,1
238,5,2015-06-26,6375,974,1,0,0,0,320.0,1
142,7,2014-07-06,0,0,0,0,0,0,1090.0,0
259,7,2013-03-10,11663,2229,1,0,0,0,210.0,0
790,2,2013-08-27,7688,657,1,1,0,0,9070.0,0
158,4,2014-11-13,7318,480,1,1,0,0,11840.0,1
170,6,2014-05-03,5533,582,1,0,0,0,1070.0,1
540,1,2014-04-21,0,0,0,0,2,1,810.0,1
840,5,2015-03-13,6214,964,1,0,0,0,1070.0,0
939,1,2014-02-17,8284,713,1,1,0,0,1340.0,0
910,5,2013-02-08,6451,687,1,1,0,1,12480.0,1
569,1,2015-01-12,5983,746,1,1,0,0,1340.0,0
45,6,2013-04-27,6089,486,1,0,0,0,9710.0,0
526,2,2013-12-31,3525,521,1,0,0,1,120.0,1
651,6,2015-05-09,8010,935,1,0,0,0,200.0,0
506,3,2014-08-20,9032,1027,1,1,0,0,1850.0,1
439,5,2014-08-01,7865,928,1,1,0,1,1350.0,0
879,6,2013-11-02,4094,385,1,0,0,0,,1
582,6,2015-04-11,5227,641,1,0,0,0,120.0,0
281,3,2013-11-13,4207,442,1,0,0,0,6970.0,0
376,4,2013-02-07,9210,1070,1,1,0,1,160.0,0
482,4,2014-03-27,5638,653,1,0,0,0,2550.0,0
846,7,2013-03-10,0,0,0,0,0,0,8860.0,1
81,1,2015-06-29,10348,674,1,1,0,0,2370.0,1
641,2,2014-08-26,5066,513,1,0,0,0,610.0,1
981,4,2014-07-31,10491,954,1,1,0,1,2620.0,0
328,2,2015-04-14,5656,587,1,1,0,0,3130.0,0
189,5,2014-10-31,9691,1010,1,0,0,1,5760.0,0
311,2,2015-03-03,9510,1038,1,1,0,0,680.0,0
855,1,2013-12-23,9706,1012,1,0,0,1,3440.0,1
596,7,2014-11-16,0,0,0,0,0,0,290.0,0
928,3,2015-06-10,5176,489,1,0,0,0,1090.0,1
175,5,2015-04-03,0,0,0,1,2,0,4130.0,0
689,6,2014-03-29,4981,577,1,0,0,0,15040.0,0
946,4,2015-01-22,3192,457,1,0,0,0,2220.0,1
455,6,2014-03-01,9879,592,1,0,0,0,7660.0,0
413,4,2013-01-10,6959,918,1,1,0,0,760.0,0
194,1,2013-11-25,5068,392,1,0,0,0,16970.0,1
274,2,2015-02-03,3923,930,1,1,0,0,3640.0,1
596,5,2013-11-15,3762,578,1,0,0,0,290.0,0
1019,7,2013-12-01,0,0,0,0,0,0,2740.0,1
941,7,2013-06-30,0,0,0,0,0,0,1200.0,1
1043,2,2015-06-23,5868,869,1,0,0,0,420.0,0
396,3,2015-05-27,9709,1025,1,0,0,0,23130.0,0
164,6,2015-07-04,4297,471,1,0,0,0,1160.0,1
836,4,2013-11-21,7707,908,1,1,0,0,2720.0,0
256,6,2013-06-29,10820,1440,1,0,0,0,80.0,1
239,7,2014-03-09,0,0,0,0,0,0,610.0,0
887,4,2015-04-30,9782,782,1,1,0,0,19700.0,1
327,5,2014-09-19,7144,865,1,1,0,0,1390.0,0
961,7,2015-03-08,0,0,0,0,0,0,9430.0,0
1038,4,2014-01-16,4485,415,1,0,0,0,17290.0,0
525,2,2015-05-05,10274,877,1,1,0,0,1870.0,0
161,6,2013-08-24,5125,624,1,0,0,0,2970.0,0
642,6,2015-04-18,3507,486,1,0,0,0,530.0,1
183,4,2013-05-09,0,0,0,0,1,0,9670.0,0
652,5,2013-08-23,5318,657,1,0,0,1,20390.0,0
742,3,2015-06-03,11671,1166,1,1,0,0,4380.0,0
1079,5,2014-04-25,7242,617,1,0,0,1,16680.0,1
122,6,2014-01-11,4580,613,1,0,0,0,58260.0,0
984,5,2015-01-30,7394,841,1,1,0,0,440.0,1
874,5,2015-01-16,5495,614,1,1,0,0,3210.0,0
726,2,2014-03-25,8678,949,1,0,0,0,40540.0,0
643,2,2014-09-23,5886,913,1,0,0,0,230.0,1
862,3,2014-07-02,9304,1181,1,1,0,0,2840.0,1
451,5,2014-12-05,6798,533,1,1,0,0,2460.0,1
407,2,2015-04-28,4515,316,1,1,0,0,5890.0,1
499,4,2014-05-01,0,0,0,1,1,0,450.0,1
1031,3,2014-05-14,3491,340,1,0,0,0,590.0,0
175,4,2013-02-21,5278,631,1,1,0,0,4130.0,0
309,4,2013-06-06,7593,641,1,1,0,0,8740.0,1
740,1,2015-01-12,8629,561,1,1,0,0,6400.0,0
634,4,2014-05-15,5550,628,1,0,0,0,18610.0,0
341,3,2015-04-08,5223,717,1,0,0,1,190.0,0
23,2,2015-06-16,6911,539,1,1,0,0,4060.0,0
107,3,2014-01-22,6965,889,1,1,0,0,1930.0,0
463,7,2014-08-17,0,0,0,0,0,0,4160.0,0
389,1,2014-01-06,14274,1528,1,1,0,0,6690.0,0
1012,4,2014-06-05,6997,587,1,1,0,0,6330.0,1
539,4,2013-08-29,10482,1085,1,1,0,1,770.0,1
971,5,2014-11-28,11517,1211,1,1,0,0,1140.0,1
657,4,2013-03-28,9315,1088,1,1,0,1,80.0,1
992,3,2015-07-29,5178,587,1,1,0,1,2480.0,0
1008,5,2013-07-26,3774,562,1,0,0,1,30.0,0
760,2,2013-01-29,5968,990,1,0,0,0,560.0,0
532,4,2013-02-07,3435,475,1,1,0,0,1070.0,0
35,6,2013-07-13,7621,604,1,0,0,0,7660.0,1
857,2,2015-02-03,7813,930,1,1,0,0,6270.0,1
361,7,2014-03-02,0,0,0,0,0,0,4490.0,1
519,5,2013-04-12,5812,644,1,1,0,0,2510.0,1
73,7,2014-10-12,0,0,0,0,0,0,1650.0,0
582,7,2013-04-14,0,0,0,0,0,0,120.0,0
398,2,2015-01-20,3479,466,1,0,0,0,1540.0,1
1034,4,2015-07-09,6160,687,1,0,0,0,13750.0,0
712,1,2014-01-20,10443,767,1,1,0,0,4870.0,1
962,1,2014-11-03,13083,1403,1,1,0,0,260.0,0
32,6,2013-02-02,2149,274,1,0,0,0,2910.0,1
732,2,2014-05-27,6540,777,1,0,0,0,35280.0,0
72,3,2013-05-01,0,0,0,1,1,0,2200.0,1
945,1,2013-07-22,3554,481,1,0,0,1,12480.0,0
1042,1,2013-11-18,5299,684,1,1,0,0,3440.0,1
444,5,2014-07-04,9950,1149,1,1,0,0,1700.0,0
1083,5,2014-10-24,5472,388,1,1,0,1,11540.0,1
88,5,2014-10-24,6506,712,1,1,0,0,10690.0,0
826,2,2013-08-20,6507,641,1,0,0,1,7980.0,0
194,4,2014-08-14,4201,362,1,0,0,1,16970.0,1
562,2,2015-05-05,18898,3119,1,1,0,0,1210.0,0
830,1,2015-02-02,9023,694,1,1,0,0,6320.0,1
390,6,2014-02-08,9645,984,1,0,0,0,1600.0,0
649,5,2013-01-25,4445,507,1,1,0,0,14570.0,0
838,6,2014-05-10,6727,741,1,0,0,0,6890.0,1
244,2,2013-07-16,7014,661,1,1,0,0,710.0,1
772,2,2015-06-02,3694,496,1,1,0,0,1850.0,0
529,2,2013-03-19,9116,809,1,1,0,0,12920.0,0
63,1,2014-12-01,12065,917,1,1,0,0,3700.0,1
617,7,2013-04-21,0,0,0,0,0,0,8940.0,1
249,2,2013-08-06,7675,802,1,0,0,0,18010.0,0
907,5,2014-12-12,5509,664,1,0,0,0,250.0,0
148,7,2015-03-08,0,0,0,0,0,0,2090.0,0
850,4,2013-01-31,5423,635,1,0,0,0,1120.0,1
1047,1,2015-07-27,6644,626,1,1,0,1,3750.0,1
226,5,2014-02-07,8002,772,1,1,0,0,450.0,0
224,6,2014-10-04,8768,623,1,0,0,0,7930.0,1
659,7,2013-03-03,0,0,0,0,0,0,1590.0,0
126,1,2015-06-08,5201,473,1,0,0,0,3370.0,1
589,3,2013-12-04,7176,638,1,1,0,0,360.0,1
739,5,2013-04-26,7899,654,1,1,0,0,2770.0,1
51,1,2015-07-20,7202,500,1,0,0,0,10570.0,1
758,1,2014-05-19,6692,776,1,1,0,0,19780.0,0
603,6,2013-09-21,5039,738,1,0,0,0,340.0,1
662,5,2015-06-19,10824,866,1,1,0,0,1070.0,0
221,1,2013-02-11,4189,485,1,0,0,0,13530.0,0
631,4,2013-01-10,5212,643,1,1,0,0,2870.0,1
202,5,2015-05-22,6844,565,1,1,0,0,5140.0,0
289,2,2015-06-16,7068,588,1,1,0,0,6540.0,0
216,3,2013-05-15,7479,909,1,1,0,0,190.0,1
1074,5,2013-09-27,5747,638,1,1,0,0,3330.0,1
692,6,2014-03-22,3561,506,1,0,0,0,40.0,0
208,6,2014-03-08,2673,421,1,0,0,0,300.0,0
279,1,2014-04-07,6841,583,1,0,0,0,2320.0,1
898,1,2014-06-02,11954,1139,1,1,0,0,18540.0,0
737,2,2015-06-23,4641,748,1,0,0,0,100.0,1
1096,2,2013-04-23,4682,582,1,1,0,0,1130.0,1
970,5,2013-09-27,3373,402,1,1,0,0,910.0,1
484,4,2015-02-05,6288,654,1,1,0,0,14300.0,0
530,1,2013-09-30,5873,957,1,0,0,0,18160.0,0
303,3,2014-11-12,6399,670,1,1,0,0,15430.0,1
621,1,2015-07-06,6296,823,1,0,0,1,30.0,0
490,2,2013-03-05,10128,1283,1,1,0,0,660.0,1
847,5,2014-05-30,10592,1364,1,0,0,0,190.0,1
233,2,2013-07-09,7773,927,1,0,0,1,1890.0,0
403,6,2013-12-21,7635,758,1,0,0,0,4970.0,0
586,6,2014-09-06,15534,2845,1,0,0,0,250.0,0
870,5,2014-08-08,12437,1176,1,1,0,1,780.0,0
915,5,2015-07-10,6382,530,1,0,0,0,650.0,1
659,6,2013-08-31,3853,466,1,0,0,0,1590.0,0
261,7,2014-03-23,0,0,0,0,0,0,15340.0,1
63,2,2014-02-18,6878,603,1,1,0,0,3700.0,1
499,5,2015-07-03,6265,861,1,1,0,0,450.0,1
205,3,2014-12-17,7775,958,1,1,0,0,110.0,0
735,3,2014-03-12,3526,423,1,0,0,0,1920.0,0
275,2,2014-01-14,5275,572,1,0,0,0,300.0,1
979,6,2015-01-17,4894,583,1,0,0,0,2270.0,1
585,7,2015-01-18,0,0,0,0,0,0,440.0,0
77,6,2013-03-23,8143,699,1,0,0,0,1090.0,1
20,5,2013-05-03,8505,848,1,1,0,0,2340.0,1
604,7,2013-01-06,0,0,0,0,1,0,10950.0,0
1043,5,2013-04-26,8628,1259,1,1,0,0,420.0,0
276,2,2014-02-11,3898,535,1,0,0,0,2960.0,1
730,7,2013-07-14,0,0,0,0,0,0,1190.0,0
124,5,2013-03-22,5419,705,1,1,0,0,1410.0,0
607,6,2014-07-19,1507,178,1,0,0,0,350.0,1
171,3,2015-06-24,7231,764,1,0,0,0,2640.0,0
928,7,2015-06-21,0,0,0,0,0,0,1090.0,1
715,7,2014-04-20,0,0,0,0,0,0,14810.0,0
800,3,2013-05-01,0,0,0,1,1,0,2020.0,0
518,5,2013-03-01,5281,497,1,0,0,0,3330.0,1
971,6,2013-11-30,11254,1298,1,0,0,0,1140.0,1
791,2,2014-10-07,7996,821,1,1,0,1,5950.0,0
56,6,2014-03-01,9269,625,1,0,0,0,6620.0,1
412,4,2015-03-05,7531,518,1,1,0,0,4460.0,1
333,4,2013-03-07,9778,1308,1,1,0,1,3720.0,0
459,7,2014-11-23,0,0,0,0,0,0,250.0,1
686,6,2015-05-30,3490,383,1,0,0,0,20050.0,0
476,5,2013-11-22,6799,753,1,1,0,0,8300.0,0
139,5,2013-04-19,5851,504,1,0,0,0,1700.0,1
1075,4,2015-07-02,12907,1116,1,1,0,0,1410.0,0
597,6,2013-06-01,4670,681,1,0,0,0,150.0,1
892,3,2015-02-04,7777,753,1,1,0,0,19370.0,0
967,6,2013-05-04,7397,788,1,0,0,0,3560.0,1
82,3,2014-12-17,15440,1248,1,1,0,0,22390.0,1
75,6,2014-09-06,5214,598,1,0,0,0,22440.0,0
631,5,2013-09-13,5460,683,1,1,0,0,2870.0,1
854,2,2013-06-11,4657,526,1,0,0,0,4770.0,1
379,6,2013-06-01,3210,398,1,0,0,0,6630.0,0
69,3,2013-03-13,7222,978,1,0,0,0,1130.0,1
64,1,2015-03-09,8118,627,1,0,0,0,22560.0,1
126,1,2014-12-08,4517,448,1,0,0,0,3370.0,1
70,6,2015-04-04,7661,840,1,0,0,1,4840.0,0
686,3,2013-03-06,7000,853,1,1,0,0,20050.0,0
1015,5,2015-07-03,6791,530,1,1,0,0,9910.0,1
1055,2,2013-09-17,5763,812,1,0,0,0,1980.0,0
754,5,2014-01-24,8209,1005,1,1,0,0,380.0,1
511,3,2013-08-21,4474,726,1,0,0,0,2060.0,0
530,7,2013-12-29,5448,936,1,0,0,0,18160.0,0
741,6,2013-06-22,6304,850,1,0,0,0,11900.0,0
1022,3,2013-10-30,5936,729,1,0,0,1,1520.0,0
959,6,2014-08-02,4094,433,1,0,0,0,1060.0,0
398,2,2014-10-07,6191,631,1,1,0,0,1540.0,1
541,1,2013-03-25,9307,1104,1,1,0,1,650.0,0
866,3,2013-03-20,6108,420,1,1,0,0,9680.0,1
403,2,2013-03-19,8945,814,1,1,0,0,4970.0,0
316,7,2013-10-20,0,0,0,0,0,0,9000.0,0
818,4,2015-01-01,0,0,0,0,1,1,490.0,1
142,5,2014-05-09,5603,691,1,1,0,0,1090.0,0
258,5,2015-06-12,5253,485,1,0,0,0,27190.0,1
879,7,2015-05-31,0,0,0,0,0,0,,1
729,3,2013-08-28,9530,1002,1,1,0,1,8980.0,0
606,6,2015-07-25,4036,409,1,0,0,0,2260.0,0
60,5,2013-06-07,7430,665,1,1,0,0,5540.0,0
295,4,2015-05-07,5945,690,1,1,0,0,210.0,1
819,7,2013-04-14,0,0,0,0,0,0,720.0,0
203,5,2015-06-05,6464,828,1,1,0,0,490.0,0
142,3,2013-01-23,4889,588,1,1,0,0,1090.0,0
669,5,2014-05-23,5414,449,1,1,0,0,17080.0,1
800,2,2014-07-22,2858,327,1,0,0,0,2020.0,0
30,6,2015-01-17,4375,706,1,0,0,0,40.0,1
238,2,2013-01-08,8757,1237,1,1,0,0,320.0,1
878,1,2013-07-22,7431,716,1,0,0,1,1100.0,0
721,3,2015-07-15,8305,737,1,1,0,0,3590.0,1
877,3,2013-04-10,6087,839,1,1,0,0,29190.0,0
622,2,2014-05-20,4233,408,1,1,0,0,,0
466,2,2013-10-15,5961,651,1,0,0,0,3110.0,0
228,7,2014-06-15,0,0,0,0,0,0,10800.0,1
913,5,2014-04-04,9836,1273,1,1,0,0,280.0,0
787,2,2015-02-10,8175,968,1,0,0,1,3210.0,0
849,7,2013-12-22,0,0,0,0,0,0,5000.0,0
991,3,2015-04-22,3887,399,1,0,0,0,1010.0,0
358,4,2015-03-26,7637,925,1,0,0,0,2890.0,0
113,4,2013-10-17,6319,627,1,0,0,0,20930.0,0
1069,2,2014-08-05,7158,839,1,1,0,1,18050.0,1
1001,4,2013-04-25,5054,603,1,1,0,0,19640.0,1
1007,1,2014-01-20,9191,914,1,1,0,0,4180.0,0
390,2,2014-06-03,15724,1263,1,1,0,0,1600.0,0
1083,4,2014-03-20,4240,314,1,1,0,0,11540.0,1
417,5,2015-04-24,4956,602,1,0,0,0,840.0,1
1109,4,2014-03-06,5595,496,1,1,0,1,3490.0,1
464,3,2015-01-28,9217,1088,1,1,0,0,520.0,0
681,4,2013-11-07,3176,508,1,1,0,0,620.0,1
505,4,2013-02-07,5326,671,1,1,0,0,350.0,1
132,4,2015-04-23,5994,583,1,0,0,0,1040.0,1
40,6,2014-08-02,5544,785,1,0,0,0,180.0,1
500,7,2013-11-17,0,0,0,0,0,0,10690.0,1
566,1,2013-11-25,4333,533,1,0,0,0,3620.0,1
988,3,2013-04-24,4857,815,1,1,0,0,30.0,0
1072,2,2015-07-28,8578,710,1,1,0,1,5380.0,1
515,1,2013-01-28,5896,540,1,0,0,0,11260.0,1
917,7,2014-05-11,0,0,0,0,0,0,7240.0,0
763,1,2015-02-23,4733,512,1,0,0,0,32240.0,0
211,5,2014-12-12,12323,1416,1,0,0,0,350.0,0
937,7,2014-09-14,0,0,0,0,0,0,2810.0,1
251,1,2013-09-30,17788,2366,1,0,0,0,340.0,0
284,4,2014-05-01,0,0,0,1,1,0,1290.0,1
17,1,2014-05-26,4708,716,1,0,0,0,50.0,1
154,3,2015-04-29,10226,823,1,1,0,0,16420.0,0
1047,3,2014-02-19,4596,523,1,1,0,0,3750.0,1
764,2,2014-06-03,4806,551,1,1,0,0,26490.0,1
496,1,2014-06-30,13682,1268,1,1,0,0,2780.0,0
1076,4,2014-06-12,2905,524,1,0,0,0,90.0,1
587,3,2014-03-26,7529,529,1,0,0,0,330.0,1
1020,5,2015-06-12,6945,835,1,0,0,0,40.0,0
455,7,2014-10-19,0,0,0,0,0,0,7660.0,0
91,2,2013-06-04,5612,627,1,1,0,0,2410.0,1
817,5,2015-06-19,22946,2996,1,1,0,0,140.0,0
104,4,2014-07-17,10387,1284,1,1,0,1,390.0,0
257,6,2014-03-08,3118,398,1,0,0,0,420.0,0
777,7,2013-08-18,0,0,0,0,0,0,8250.0,1
800,6,2015-01-03,3818,379,1,0,0,0,2020.0,0
189,7,2014-05-25,0,0,0,0,0,0,5760.0,0
737,3,2015-03-18,6836,979,1,1,0,0,100.0,1
198,3,2013-08-07,1975,261,1,0,0,1,290.0,1
376,2,2013-03-12,6528,855,1,0,0,0,160.0,0
246,6,2013-07-20,4598,662,1,0,0,0,4660.0,0
978,2,2013-02-05,8041,992,1,1,0,1,3890.0,0
239,2,2013-12-17,7675,568,1,1,0,0,610.0,0
891,3,2014-06-04,8467,1162,1,1,0,0,350.0,1
264,5,2014-09-19,5789,851,1,1,0,0,180.0,0
551,2,2014-10-07,7525,1128,1,1,0,0,2190.0,0
1003,5,2015-01-16,8685,926,1,1,0,0,170.0,1
674,1,2015-06-15,12305,1309,1,1,0,0,2640.0,1
328,3,2014-09-10,3799,496,1,0,0,0,3130.0,0
740,4,2014-12-25,0,0,0,0,3,1,6400.0,0
488,2,2013-04-02,3154,377,1,0,0,1,2890.0,0
401,1,2013-09-23,9492,826,1,1,0,0,9200.0,1
152,7,2013-05-26,0,0,0,0,0,0,1780.0,0
326,1,2013-02-25,2755,258,1,0,0,0,10070.0,1
286,3,2013-05-29,7316,630,1,1,0,0,1460.0,0
427,6,2013-08-31,5724,609,1,0,0,0,70.0,1
673,3,2014-05-07,8004,603,1,1,0,0,15170.0,1
1079,4,2014-06-19,0,0,0,1,1,0,16680.0,1
357,6,2013-12-14,7234,925,1,0,0,0,2060.0,0
1071,6,2015-06-06,4672,580,1,0,0,0,820.0,1
531,3,2013-07-03,3978,501,1,1,0,1,4030.0,0
156,2,2014-02-25,5174,635,1,0,0,0,2020.0,1
1081,1,2015-02-09,4799,792,1,0,0,0,400.0,0
184,1,2013-09-02,6886,646,1,0,0,1,3560.0,0
1060,7,2015-02-08,0,0,0,0,0,0,3430.0,1
1095,7,2013-03-17,0,0,0,0,0,0,690.0,1
440,2,2015-01-27,6351,684,1,1,0,0,3900.0,1
305,7,2014-02-23,0,0,0,0,0,0,2470.0,1
467,6,2015-06-20,13507,1548,1,0,0,0,20390.0,0
448,2,2013-03-19,9772,857,1,1,0,0,3970.0,0
715,7,2013-02-17,0,0,0,0,0,0,14810.0,0
956,5,2014-12-05,4954,605,1,1,0,0,2330.0,1
573,4,2013-03-14,2426,264,1,0,0,0,1190.0,1
596,5,2013-10-18,4130,707,1,0,0,0,290.0,0
586,6,2013-06-08,15248,2702,1,0,0,0,250.0,0
131,4,2014-05-15,4343,481,1,0,0,0,920.0,0
807,2,2013-08-06,6779,743,1,0,0,1,3870.0,0
588,3,2014-03-05,5772,686,1,1,0,0,15720.0,0
907,7,2015-05-24,0,0,0,0,0,0,250.0,0
35,5,2014-11-14,10722,764,1,1,0,0,7660.0,1
360,3,2014-11-12,6463,704,1,1,0,0,2040.0,0
497,3,2013-12-18,13186,1418,1,1,0,0,1610.0,0
318,6,2013-11-09,5714,543,1,0,0,0,32330.0,0
366,2,2014-07-29,7668,648,1,1,0,1,6470.0,0
793,2,2015-03-10,3030,342,1,0,0,0,2710.0,0
393,4,2015-06-11,4253,464,1,0,0,0,4820.0,0
983,3,2014-04-02,8995,1273,1,1,0,0,40.0,1
49,2,2014-03-04,7674,536,1,1,0,0,18010.0,0
323,4,2014-05-15,6046,523,1,0,0,0,8400.0,1
561,7,2013-06-30,0,0,0,0,0,0,14300.0,0
66,1,2013-11-18,6005,482,1,1,0,0,7660.0,1
552,1,2014-05-12,5852,658,1,0,0,0,4260.0,1
600,2,2014-05-13,4397,446,1,0,0,0,17340.0,1
112,5,2015-01-23,5121,727,1,0,0,0,1630.0,0
438,2,2014-05-13,3634,431,1,0,0,0,1110.0,1
56,3,2013-12-11,5750,379,1,0,0,0,6620.0,1
890,3,2015-05-27,4855,398,1,0,0,1,4450.0,1
1067,4,2015-04-02,9054,673,1,1,0,1,12020.0,0
310,4,2014-01-02,7963,742,1,0,0,1,2290.0,1
1058,1,2014-06-09,0,0,0,0,1,0,180.0,1
234,2,2014-08-19,13453,1194,1,1,0,1,4370.0,0
878,5,2015-02-27,9359,827,1,0,0,0,1100.0,0
805,5,2013-07-19,7494,702,1,1,0,0,24770.0,1
448,2,2014-01-14,7034,681,1,0,0,0,3970.0,0
428,2,2013-09-10,7000,536,1,1,0,1,2960.0,1
270,2,2014-02-11,7834,1111,1,0,0,0,1450.0,0
91,7,2013-06-30,0,0,0,0,0,0,2410.0,1
974,7,2015-03-08,0,0,0,0,0,0,150.0,1
344,6,2014-08-30,7293,1074,1,0,0,0,300.0,1
142,4,2014-11-27,5150,597,1,1,0,0,1090.0,0
780,1,2013-11-04,9277,1011,1,1,0,0,18160.0,0
506,6,2014-07-12,5124,607,1,0,0,0,1850.0,1
1078,7,2014-11-23,0,0,0,0,0,0,670.0,1
1054,6,2014-07-05,4017,420,1,0,0,0,13190.0,1
318,6,2013-10-19,5333,501,1,0,0,0,32330.0,0
384,4,2013-05-09,0,0,0,0,1,0,130.0,1
344,3,2015-02-25,6009,931,1,0,0,0,300.0,1
159,6,2013-08-31,6560,600,1,0,0,0,8530.0,0
609,5,2013-12-27,4891,532,1,0,0,1,2070.0,0
1016,6,2014-04-12,3232,368,1,0,0,0,550.0,1
33,7,2015-02-01,0,0,0,0,0,0,1320.0,0
682,1,2014-03-17,15822,2120,1,1,0,0,150.0,0
590,1,2014-12-29,4491,365,1,0,0,1,4520.0,1
703,6,2013-11-16,2629,260,1,0,0,0,80.0,0
122,6,2013-03-23,5827,750,1,0,0,0,58260.0,0
557,1,2014-08-25,3466,583,1,0,0,0,250.0,0
779,2,2013-06-11,6056,721,1,0,0,0,16990.0,0
249,4,2013-06-20,5802,573,1,1,0,0,18010.0,0
969,2,2015-06-23,3123,592,1,0,0,0,600.0,1
516,2,2013-07-09,4494,666,1,0,0,0,20.0,1
897,6,2014-10-11,3752,440,1,0,0,0,3290.0,1
684,5,2014-04-18,0,0,0,1,2,1,680.0,1
165,1,2013-07-22,3768,454,1,0,0,0,3720.0,1
568,2,2013-04-02,3715,346,1,0,0,1,4270.0,1
106,2,2013-10-08,8744,772,1,1,0,1,1390.0,0
959,6,2013-09-28,4200,416,1,0,0,0,1060.0,0
479,5,2014-12-12,12488,1416,1,0,0,0,320.0,1
896,3,2014-01-08,6671,1019,1,1,0,0,170.0,0
550,7,2014-09-21,0,0,0,0,0,0,50.0,0
956,4,2015-06-18,3478,458,1,1,0,0,2330.0,1
98,7,2014-04-06,0,0,0,0,0,0,15140.0,1
307,5,2013-11-22,3534,376,1,1,0,0,18660.0,0
208,7,2014-03-09,0,0,0,0,0,0,300.0,0
297,5,2013-11-15,5590,679,1,0,0,0,2300.0,0
432,5,2013-10-25,10429,1556,1,1,0,0,810.0,0
616,2,2013-04-30,12185,1139,1,1,0,0,3040.0,1
672,6,2014-10-04,10604,1772,1,0,0,0,240.0,0
994,6,2015-03-07,2727,263,1,0,0,0,2290.0,1
881,2,2013-01-22,4761,694,1,1,0,0,180.0,1
64,6,2013-03-09,9850,844,1,0,0,0,22560.0,1
732,1,2013-07-08,9960,1094,1,0,0,1,35280.0,0
1111,1,2013-06-10,4497,482,1,0,0,0,1900.0,1
943,2,2015-07-28,7593,572,1,1,0,1,18020.0,0
615,3,2015-07-29,11177,1242,1,1,0,1,730.0,0
1064,1,2014-12-22,15336,1549,1,0,0,1,420.0,0
414,1,2015-02-16,8568,588,1,1,0,0,6210.0,1
688,5,2014-10-24,4163,424,1,1,0,0,18760.0,1
145,6,2015-05-23,6683,1030,1,0,0,0,280.0,1
