Store,DayOfWeek,Sales,Open,Promo,StateHoliday,SchoolHoliday,Promo2,Month,Customers_binned,CompetitionDistance_binned
742,3,11671,1,1,0,0,0,6,"(902,1353]","(20,7604]"
1079,5,7242,1,0,0,1,1,4,"(451,902]","(15188,22772]"
122,6,4580,1,0,0,0,0,1,"(451,902]","(53108,60692]"
984,5,7394,1,1,0,0,1,1,"(451,902]","(20,7604]"
874,5,5495,1,1,0,0,0,1,"(451,902]","(20,7604]"
726,2,8678,1,0,0,0,0,3,"(902,1353]","(37940,45524]"
643,2,5886,1,0,0,0,1,9,"(902,1353]","(20,7604]"
862,3,9304,1,1,0,0,1,7,"(902,1353]","(20,7604]"
451,5,6798,1,1,0,0,1,12,"(451,902]","(20,7604]"
407,2,4515,1,1,0,0,1,4,"(0,451]","(20,7604]"
499,4,0,0,1,1,0,1,5,,"(20,7604]"
1031,3,3491,1,0,0,0,0,5,"(0,451]","(20,7604]"
175,4,5278,1,1,0,0,0,2,"(451,902]","(20,7604]"
309,4,7593,1,1,0,0,1,6,"(451,902]","(7604,15188]"
740,1,8629,1,1,0,0,0,1,"(451,902]","(20,7604]"
634,4,5550,1,0,0,0,0,5,"(451,902]","(15188,22772]"
341,3,5223,1,0,0,1,0,4,"(451,902]","(20,7604]"
23,2,6911,1,1,0,0,0,6,"(451,902]","(20,7604]"
107,3,6965,1,1,0,0,0,1,"(451,902]","(20,7604]"
463,7,0,0,0,0,0,0,8,,"(20,7604]"
389,1,14274,1,1,0,0,0,1,"(1353,1804]","(20,7604]"
1012,4,6997,1,1,0,0,1,6,"(451,902]","(20,7604]"
539,4,10482,1,1,0,1,1,8,"(902,1353]","(20,7604]"
971,5,11517,1,1,0,0,1,11,"(902,1353]","(20,7604]"
657,4,9315,1,1,0,1,1,3,"(902,1353]","(20,7604]"
992,3,5178,1,1,0,1,0,7,"(451,902]","(20,7604]"
1008,5,3774,1,0,0,1,0,7,"(451,902]","(20,7604]"
760,2,5968,1,0,0,0,0,1,"(902,1353]","(20,7604]"
532,4,3435,1,1,0,0,0,2,"(451,902]","(20,7604]"
35,6,7621,1,0,0,0,1,7,"(451,902]","(7604,15188]"
857,2,7813,1,1,0,0,1,2,"(902,1353]","(20,7604]"
361,7,0,0,0,0,0,1,3,,"(20,7604]"
519,5,5812,1,1,0,0,1,4,"(451,902]","(20,7604]"
73,7,0,0,0,0,0,0,10,,"(20,7604]"
582,7,0,0,0,0,0,0,4,,"(20,7604]"
398,2,3479,1,0,0,0,1,1,"(451,902]","(20,7604]"
1034,4,6160,1,0,0,0,0,7,"(451,902]","(7604,15188]"
712,1,10443,1,1,0,0,1,1,"(451,902]","(20,7604]"
962,1,13083,1,1,0,0,0,11,"(1353,1804]","(20,7604]"
32,6,2149,1,0,0,0,1,2,"(0,451]","(20,7604]"
732,2,6540,1,0,0,0,0,5,"(451,902]","(30356,37940]"
72,3,0,0,1,1,0,1,5,,"(20,7604]"
945,1,3554,1,0,0,1,0,7,"(451,902]","(7604,15188]"
1042,1,5299,1,1,0,0,1,11,"(451,902]","(20,7604]"
444,5,9950,1,1,0,0,0,7,"(902,1353]","(20,7604]"
1083,5,5472,1,1,0,1,1,10,"(0,451]","(7604,15188]"
88,5,6506,1,1,0,0,0,10,"(451,902]","(7604,15188]"
826,2,6507,1,0,0,1,0,8,"(451,902]","(7604,15188]"
194,4,4201,1,0,0,1,1,8,"(0,451]","(15188,22772]"
562,2,18898,1,1,0,0,0,5,"(2706,3157]","(20,7604]"
830,1,9023,1,1,0,0,1,2,"(451,902]","(20,7604]"
390,6,9645,1,0,0,0,0,2,"(902,1353]","(20,7604]"
649,5,4445,1,1,0,0,0,1,"(451,902]","(7604,15188]"
838,6,6727,1,0,0,0,1,5,"(451,902]","(20,7604]"
244,2,7014,1,1,0,0,1,7,"(451,902]","(20,7604]"
772,2,3694,1,1,0,0,0,6,"(451,902]","(20,7604]"
529,2,9116,1,1,0,0,0,3,"(451,902]","(7604,15188]"
63,1,12065,1,1,0,0,1,12,"(902,1353]","(20,7604]"
617,7,0,0,0,0,0,1,4,,"(7604,15188]"
249,2,7675,1,0,0,0,0,8,"(451,902]","(15188,22772]"
907,5,5509,1,0,0,0,0,12,"(451,902]","(20,7604]"
148,7,0,0,0,0,0,0,3,,"(20,7604]"
850,4,5423,1,0,0,0,1,1,"(451,902]","(20,7604]"
1047,1,6644,1,1,0,1,1,7,"(451,902]","(20,7604]"
226,5,8002,1,1,0,0,0,2,"(451,902]","(20,7604]"
224,6,8768,1,0,0,0,1,10,"(451,902]","(7604,15188]"
659,7,0,0,0,0,0,0,3,,"(20,7604]"
126,1,5201,1,0,0,0,1,6,"(451,902]","(20,7604]"
589,3,7176,1,1,0,0,1,12,"(451,902]","(20,7604]"
739,5,7899,1,1,0,0,1,4,"(451,902]","(20,7604]"
51,1,7202,1,0,0,0,1,7,"(451,902]","(7604,15188]"
758,1,6692,1,1,0,0,0,5,"(451,902]","(15188,22772]"
603,6,5039,1,0,0,0,1,9,"(451,902]","(20,7604]"
662,5,10824,1,1,0,0,0,6,"(451,902]","(20,7604]"
221,1,4189,1,0,0,0,0,2,"(451,902]","(7604,15188]"
631,4,5212,1,1,0,0,1,1,"(451,902]","(20,7604]"
202,5,6844,1,1,0,0,0,5,"(451,902]","(20,7604]"
289,2,7068,1,1,0,0,0,6,"(451,902]","(20,7604]"
216,3,7479,1,1,0,0,1,5,"(902,1353]","(20,7604]"
1074,5,5747,1,1,0,0,1,9,"(451,902]","(20,7604]"
692,6,3561,1,0,0,0,0,3,"(451,902]","(20,7604]"
208,6,2673,1,0,0,0,0,3,"(0,451]","(20,7604]"
279,1,6841,1,0,0,0,1,4,"(451,902]","(20,7604]"
898,1,11954,1,1,0,0,0,6,"(902,1353]","(15188,22772]"
737,2,4641,1,0,0,0,1,6,"(451,902]","(20,7604]"
1096,2,4682,1,1,0,0,1,4,"(451,902]","(20,7604]"
970,5,3373,1,1,0,0,1,9,"(0,451]","(20,7604]"
484,4,6288,1,1,0,0,0,2,"(451,902]","(7604,15188]"
530,1,5873,1,0,0,0,0,9,"(902,1353]","(15188,22772]"
303,3,6399,1,1,0,0,1,11,"(451,902]","(15188,22772]"
621,1,6296,1,0,0,1,0,7,"(451,902]","(20,7604]"
490,2,10128,1,1,0,0,1,3,"(902,1353]","(20,7604]"
847,5,10592,1,0,0,0,1,5,"(1353,1804]","(20,7604]"
233,2,7773,1,0,0,1,0,7,"(902,1353]","(20,7604]"
403,6,7635,1,0,0,0,0,12,"(451,902]","(20,7604]"
586,6,15534,1,0,0,0,0,9,"(2706,3157]","(20,7604]"
870,5,12437,1,1,0,1,0,8,"(902,1353]","(20,7604]"
915,5,6382,1,0,0,0,1,7,"(451,902]","(20,7604]"
659,6,3853,1,0,0,0,0,8,"(451,902]","(20,7604]"
261,7,0,0,0,0,0,1,3,,"(15188,22772]"
63,2,6878,1,1,0,0,1,2,"(451,902]","(20,7604]"
499,5,6265,1,1,0,0,1,7,"(451,902]","(20,7604]"
205,3,7775,1,1,0,0,0,12,"(902,1353]","(20,7604]"
735,3,3526,1,0,0,0,0,3,"(0,451]","(20,7604]"
275,2,5275,1,0,0,0,1,1,"(451,902]","(20,7604]"
979,6,4894,1,0,0,0,1,1,"(451,902]","(20,7604]"
585,7,0,0,0,0,0,0,1,,"(20,7604]"
77,6,8143,1,0,0,0,1,3,"(451,902]","(20,7604]"
20,5,8505,1,1,0,0,1,5,"(451,902]","(20,7604]"
604,7,0,0,0,1,0,0,1,,"(7604,15188]"
1043,5,8628,1,1,0,0,0,4,"(902,1353]","(20,7604]"
276,2,3898,1,0,0,0,1,2,"(451,902]","(20,7604]"
730,7,0,0,0,0,0,0,7,,"(20,7604]"
124,5,5419,1,1,0,0,0,3,"(451,902]","(20,7604]"
607,6,1507,1,0,0,0,1,7,"(0,451]","(20,7604]"
171,3,7231,1,0,0,0,0,6,"(451,902]","(20,7604]"
928,7,0,0,0,0,0,1,6,,"(20,7604]"
715,7,0,0,0,0,0,0,4,,"(7604,15188]"
800,3,0,0,1,1,0,0,5,,"(20,7604]"
518,5,5281,1,0,0,0,1,3,"(451,902]","(20,7604]"
971,6,11254,1,0,0,0,1,11,"(902,1353]","(20,7604]"
791,2,7996,1,1,0,1,0,10,"(451,902]","(20,7604]"
56,6,9269,1,0,0,0,1,3,"(451,902]","(20,7604]"
412,4,7531,1,1,0,0,1,3,"(451,902]","(20,7604]"
333,4,9778,1,1,0,1,0,3,"(902,1353]","(20,7604]"
459,7,0,0,0,0,0,1,11,,"(20,7604]"
686,6,3490,1,0,0,0,0,5,"(0,451]","(15188,22772]"
476,5,6799,1,1,0,0,0,11,"(451,902]","(7604,15188]"
139,5,5851,1,0,0,0,1,4,"(451,902]","(20,7604]"
1075,4,12907,1,1,0,0,0,7,"(902,1353]","(20,7604]"
597,6,4670,1,0,0,0,1,6,"(451,902]","(20,7604]"
892,3,7777,1,1,0,0,0,2,"(451,902]","(15188,22772]"
967,6,7397,1,0,0,0,1,5,"(451,902]","(20,7604]"
82,3,15440,1,1,0,0,1,12,"(902,1353]","(15188,22772]"
75,6,5214,1,0,0,0,0,9,"(451,902]","(15188,22772]"
631,5,5460,1,1,0,0,1,9,"(451,902]","(20,7604]"
854,2,4657,1,0,0,0,1,6,"(451,902]","(20,7604]"
379,6,3210,1,0,0,0,0,6,"(0,451]","(20,7604]"
69,3,7222,1,0,0,0,1,3,"(902,1353]","(20,7604]"
64,1,8118,1,0,0,0,1,3,"(451,902]","(15188,22772]"
126,1,4517,1,0,0,0,1,12,"(0,451]","(20,7604]"
70,6,7661,1,0,0,1,0,4,"(451,902]","(20,7604]"
686,3,7000,1,1,0,0,0,3,"(451,902]","(15188,22772]"
1015,5,6791,1,1,0,0,1,7,"(451,902]","(7604,15188]"
1055,2,5763,1,0,0,0,0,9,"(451,902]","(20,7604]"
754,5,8209,1,1,0,0,1,1,"(902,1353]","(20,7604]"
511,3,4474,1,0,0,0,0,8,"(451,902]","(20,7604]"
530,7,5448,1,0,0,0,0,12,"(902,1353]","(15188,22772]"
741,6,6304,1,0,0,0,0,6,"(451,902]","(7604,15188]"
1022,3,5936,1,0,0,1,0,10,"(451,902]","(20,7604]"
959,6,4094,1,0,0,0,0,8,"(0,451]","(20,7604]"
398,2,6191,1,1,0,0,1,10,"(451,902]","(20,7604]"
541,1,9307,1,1,0,1,0,3,"(902,1353]","(20,7604]"
866,3,6108,1,1,0,0,1,3,"(0,451]","(7604,15188]"
403,2,8945,1,1,0,0,0,3,"(451,902]","(20,7604]"
316,7,0,0,0,0,0,0,10,,"(7604,15188]"
818,4,0,0,0,1,1,1,1,,"(20,7604]"
142,5,5603,1,1,0,0,0,5,"(451,902]","(20,7604]"
258,5,5253,1,0,0,0,1,6,"(451,902]","(22772,30356]"
879,7,0,0,0,0,0,1,5,,
729,3,9530,1,1,0,1,0,8,"(902,1353]","(7604,15188]"
606,6,4036,1,0,0,0,0,7,"(0,451]","(20,7604]"
60,5,7430,1,1,0,0,0,6,"(451,902]","(20,7604]"
295,4,5945,1,1,0,0,1,5,"(451,902]","(20,7604]"
819,7,0,0,0,0,0,0,4,,"(20,7604]"
203,5,6464,1,1,0,0,0,6,"(451,902]","(20,7604]"
142,3,4889,1,1,0,0,0,1,"(451,902]","(20,7604]"
669,5,5414,1,1,0,0,1,5,"(0,451]","(15188,22772]"
800,2,2858,1,0,0,0,0,7,"(0,451]","(20,7604]"
30,6,4375,1,0,0,0,1,1,"(451,902]","(20,7604]"
238,2,8757,1,1,0,0,1,1,"(902,1353]","(20,7604]"
878,1,7431,1,0,0,1,0,7,"(451,902]","(20,7604]"
721,3,8305,1,1,0,0,1,7,"(451,902]","(20,7604]"
877,3,6087,1,1,0,0,0,4,"(451,902]","(22772,30356]"
622,2,4233,1,1,0,0,0,5,"(0,451]",
466,2,5961,1,0,0,0,0,10,"(451,902]","(20,7604]"
228,7,0,0,0,0,0,1,6,,"(7604,15188]"
913,5,9836,1,1,0,0,0,4,"(902,1353]","(20,7604]"
787,2,8175,1,0,0,1,0,2,"(902,1353]","(20,7604]"
849,7,0,0,0,0,0,0,12,,"(20,7604]"
991,3,3887,1,0,0,0,0,4,"(0,451]","(20,7604]"
358,4,7637,1,0,0,0,0,3,"(902,1353]","(20,7604]"
113,4,6319,1,0,0,0,0,10,"(451,902]","(15188,22772]"
1069,2,7158,1,1,0,1,1,8,"(451,902]","(15188,22772]"
1001,4,5054,1,1,0,0,1,4,"(451,902]","(15188,22772]"
1007,1,9191,1,1,0,0,0,1,"(902,1353]","(20,7604]"
390,2,15724,1,1,0,0,0,6,"(902,1353]","(20,7604]"
1083,4,4240,1,1,0,0,1,3,"(0,451]","(7604,15188]"
417,5,4956,1,0,0,0,1,4,"(451,902]","(20,7604]"
1109,4,5595,1,1,0,1,1,3,"(451,902]","(20,7604]"
464,3,9217,1,1,0,0,0,1,"(902,1353]","(20,7604]"
681,4,3176,1,1,0,0,1,11,"(451,902]","(20,7604]"
505,4,5326,1,1,0,0,1,2,"(451,902]","(20,7604]"
132,4,5994,1,0,0,0,1,4,"(451,902]","(20,7604]"
40,6,5544,1,0,0,0,1,8,"(451,902]","(20,7604]"
500,7,0,0,0,0,0,1,11,,"(7604,15188]"
566,1,4333,1,0,0,0,1,11,"(451,902]","(20,7604]"
988,3,4857,1,1,0,0,0,4,"(451,902]","(20,7604]"
1072,2,8578,1,1,0,1,1,7,"(451,902]","(20,7604]"
515,1,5896,1,0,0,0,1,1,"(451,902]","(7604,15188]"
917,7,0,0,0,0,0,0,5,,"(20,7604]"
763,1,4733,1,0,0,0,0,2,"(451,902]","(30356,37940]"
211,5,12323,1,0,0,0,0,12,"(1353,1804]","(20,7604]"
937,7,0,0,0,0,0,1,9,,"(20,7604]"
251,1,17788,1,0,0,0,0,9,"(2255,2706]","(20,7604]"
284,4,0,0,1,1,0,1,5,,"(20,7604]"
17,1,4708,1,0,0,0,1,5,"(451,902]","(20,7604]"
154,3,10226,1,1,0,0,0,4,"(451,902]","(15188,22772]"
1047,3,4596,1,1,0,0,1,2,"(451,902]","(20,7604]"
764,2,4806,1,1,0,0,1,6,"(451,902]","(22772,30356]"
496,1,13682,1,1,0,0,0,6,"(902,1353]","(20,7604]"
1076,4,2905,1,0,0,0,1,6,"(451,902]","(20,7604]"
587,3,7529,1,0,0,0,1,3,"(451,902]","(20,7604]"
1020,5,6945,1,0,0,0,0,6,"(451,902]","(20,7604]"
455,7,0,0,0,0,0,0,10,,"(7604,15188]"
91,2,5612,1,1,0,0,1,6,"(451,902]","(20,7604]"
817,5,22946,1,1,0,0,0,6,"(2706,3157]","(20,7604]"
104,4,10387,1,1,0,1,0,7,"(902,1353]","(20,7604]"
257,6,3118,1,0,0,0,0,3,"(0,451]","(20,7604]"
777,7,0,0,0,0,0,1,8,,"(7604,15188]"
800,6,3818,1,0,0,0,0,1,"(0,451]","(20,7604]"
189,7,0,0,0,0,0,0,5,,"(20,7604]"
737,3,6836,1,1,0,0,1,3,"(902,1353]","(20,7604]"
198,3,1975,1,0,0,1,1,8,"(0,451]","(20,7604]"
376,2,6528,1,0,0,0,0,3,"(451,902]","(20,7604]"
246,6,4598,1,0,0,0,0,7,"(451,902]","(20,7604]"
978,2,8041,1,1,0,1,0,2,"(902,1353]","(20,7604]"
239,2,7675,1,1,0,0,0,12,"(451,902]","(20,7604]"
891,3,8467,1,1,0,0,1,6,"(902,1353]","(20,7604]"
264,5,5789,1,1,0,0,0,9,"(451,902]","(20,7604]"
551,2,7525,1,1,0,0,0,10,"(902,1353]","(20,7604]"
1003,5,8685,1,1,0,0,1,1,"(902,1353]","(20,7604]"
674,1,12305,1,1,0,0,1,6,"(902,1353]","(20,7604]"
328,3,3799,1,0,0,0,0,9,"(451,902]","(20,7604]"
740,4,0,0,0,3,1,0,12,,"(20,7604]"
488,2,3154,1,0,0,1,0,4,"(0,451]","(20,7604]"
401,1,9492,1,1,0,0,1,9,"(451,902]","(7604,15188]"
152,7,0,0,0,0,0,0,5,,"(20,7604]"
326,1,2755,1,0,0,0,1,2,"(0,451]","(7604,15188]"
286,3,7316,1,1,0,0,0,5,"(451,902]","(20,7604]"
427,6,5724,1,0,0,0,1,8,"(451,902]","(20,7604]"
673,3,8004,1,1,0,0,1,5,"(451,902]","(7604,15188]"
1079,4,0,0,1,1,0,1,6,,"(15188,22772]"
357,6,7234,1,0,0,0,0,12,"(902,1353]","(20,7604]"
1071,6,4672,1,0,0,0,1,6,"(451,902]","(20,7604]"
531,3,3978,1,1,0,1,0,7,"(451,902]","(20,7604]"
156,2,5174,1,0,0,0,1,2,"(451,902]","(20,7604]"
1081,1,4799,1,0,0,0,0,2,"(451,902]","(20,7604]"
184,1,6886,1,0,0,1,0,9,"(451,902]","(20,7604]"
1060,7,0,0,0,0,0,1,2,,"(20,7604]"
1095,7,0,0,0,0,0,1,3,,"(20,7604]"
440,2,6351,1,1,0,0,1,1,"(451,902]","(20,7604]"
305,7,0,0,0,0,0,1,2,,"(20,7604]"
467,6,13507,1,0,0,0,0,6,"(1353,1804]","(15188,22772]"
448,2,9772,1,1,0,0,0,3,"(451,902]","(20,7604]"
715,7,0,0,0,0,0,0,2,,"(7604,15188]"
956,5,4954,1,1,0,0,1,12,"(451,902]","(20,7604]"
573,4,2426,1,0,0,0,1,3,"(0,451]","(20,7604]"
596,5,4130,1,0,0,0,0,10,"(451,902]","(20,7604]"
586,6,15248,1,0,0,0,0,6,"(2255,2706]","(20,7604]"
131,4,4343,1,0,0,0,0,5,"(451,902]","(20,7604]"
807,2,6779,1,0,0,1,0,8,"(451,902]","(20,7604]"
588,3,5772,1,1,0,0,0,3,"(451,902]","(15188,22772]"
907,7,0,0,0,0,0,0,5,,"(20,7604]"
35,5,10722,1,1,0,0,1,11,"(451,902]","(7604,15188]"
360,3,6463,1,1,0,0,0,11,"(451,902]","(20,7604]"
497,3,13186,1,1,0,0,0,12,"(1353,1804]","(20,7604]"
318,6,5714,1,0,0,0,0,11,"(451,902]","(30356,37940]"
366,2,7668,1,1,0,1,0,7,"(451,902]","(20,7604]"
793,2,3030,1,0,0,0,0,3,"(0,451]","(20,7604]"
393,4,4253,1,0,0,0,0,6,"(451,902]","(20,7604]"
983,3,8995,1,1,0,0,1,4,"(902,1353]","(20,7604]"
49,2,7674,1,1,0,0,0,3,"(451,902]","(15188,22772]"
323,4,6046,1,0,0,0,1,5,"(451,902]","(7604,15188]"
561,7,0,0,0,0,0,0,6,,"(7604,15188]"
66,1,6005,1,1,0,0,1,11,"(451,902]","(7604,15188]"
552,1,5852,1,0,0,0,1,5,"(451,902]","(20,7604]"
600,2,4397,1,0,0,0,1,5,"(0,451]","(15188,22772]"
112,5,5121,1,0,0,0,0,1,"(451,902]","(20,7604]"
438,2,3634,1,0,0,0,1,5,"(0,451]","(20,7604]"
56,3,5750,1,0,0,0,1,12,"(0,451]","(20,7604]"
890,3,4855,1,0,0,1,1,5,"(0,451]","(20,7604]"
1067,4,9054,1,1,0,1,0,4,"(451,902]","(7604,15188]"
310,4,7963,1,0,0,1,1,1,"(451,902]","(20,7604]"
1058,1,0,0,0,1,0,1,6,,"(20,7604]"
234,2,13453,1,1,0,1,0,8,"(902,1353]","(20,7604]"
878,5,9359,1,0,0,0,0,2,"(451,902]","(20,7604]"
805,5,7494,1,1,0,0,1,7,"(451,902]","(22772,30356]"
448,2,7034,1,0,0,0,0,1,"(451,902]","(20,7604]"
428,2,7000,1,1,0,1,1,9,"(451,902]","(20,7604]"
270,2,7834,1,0,0,0,0,2,"(902,1353]","(20,7604]"
91,7,0,0,0,0,0,1,6,,"(20,7604]"
974,7,0,0,0,0,0,1,3,,"(20,7604]"
344,6,7293,1,0,0,0,1,8,"(902,1353]","(20,7604]"
142,4,5150,1,1,0,0,0,11,"(451,902]","(20,7604]"
780,1,9277,1,1,0,0,0,11,"(902,1353]","(15188,22772]"
506,6,5124,1,0,0,0,1,7,"(451,902]","(20,7604]"
1078,7,0,0,0,0,0,1,11,,"(20,7604]"
1054,6,4017,1,0,0,0,1,7,"(0,451]","(7604,15188]"
318,6,5333,1,0,0,0,0,10,"(451,902]","(30356,37940]"
384,4,0,0,0,1,0,1,5,,"(20,7604]"
344,3,6009,1,0,0,0,1,2,"(902,1353]","(20,7604]"
159,6,6560,1,0,0,0,0,8,"(451,902]","(7604,15188]"
609,5,4891,1,0,0,1,0,12,"(451,902]","(20,7604]"
1016,6,3232,1,0,0,0,1,4,"(0,451]","(20,7604]"
33,7,0,0,0,0,0,0,2,,"(20,7604]"
682,1,15822,1,1,0,0,0,3,"(1804,2255]","(20,7604]"
590,1,4491,1,0,0,1,1,12,"(0,451]","(20,7604]"
703,6,2629,1,0,0,0,0,11,"(0,451]","(20,7604]"
122,6,5827,1,0,0,0,0,3,"(451,902]","(53108,60692]"
557,1,3466,1,0,0,0,0,8,"(451,902]","(20,7604]"
779,2,6056,1,0,0,0,0,6,"(451,902]","(15188,22772]"
249,4,5802,1,1,0,0,0,6,"(451,902]","(15188,22772]"
969,2,3123,1,0,0,0,1,6,"(451,902]","(20,7604]"
516,2,4494,1,0,0,0,1,7,"(451,902]",
897,6,3752,1,0,0,0,1,10,"(0,451]","(20,7604]"
684,5,0,0,1,2,1,1,4,,"(20,7604]"
165,1,3768,1,0,0,0,1,7,"(451,902]","(20,7604]"
568,2,3715,1,0,0,1,1,4,"(0,451]","(20,7604]"
106,2,8744,1,1,0,1,0,10,"(451,902]","(20,7604]"
959,6,4200,1,0,0,0,0,9,"(0,451]","(20,7604]"
479,5,12488,1,0,0,0,1,12,"(1353,1804]","(20,7604]"
896,3,6671,1,1,0,0,0,1,"(902,1353]","(20,7604]"
550,7,0,0,0,0,0,0,9,,"(20,7604]"
956,4,3478,1,1,0,0,1,6,"(451,902]","(20,7604]"
98,7,0,0,0,0,0,1,4,,"(7604,15188]"
307,5,3534,1,1,0,0,0,11,"(0,451]","(15188,22772]"
208,7,0,0,0,0,0,0,3,,"(20,7604]"
297,5,5590,1,0,0,0,0,11,"(451,902]","(20,7604]"
432,5,10429,1,1,0,0,0,10,"(1353,1804]","(20,7604]"
616,2,12185,1,1,0,0,1,4,"(902,1353]","(20,7604]"
672,6,10604,1,0,0,0,0,10,"(1353,1804]","(20,7604]"
994,6,2727,1,0,0,0,1,3,"(0,451]","(20,7604]"
881,2,4761,1,1,0,0,1,1,"(451,902]","(20,7604]"
64,6,9850,1,0,0,0,1,3,"(451,902]","(15188,22772]"
732,1,9960,1,0,0,1,0,7,"(902,1353]","(30356,37940]"
1111,1,4497,1,0,0,0,1,6,"(451,902]","(20,7604]"
943,2,7593,1,1,0,1,0,7,"(451,902]","(15188,22772]"
615,3,11177,1,1,0,1,0,7,"(902,1353]","(20,7604]"
1064,1,15336,1,0,0,1,0,12,"(1353,1804]","(20,7604]"
414,1,8568,1,1,0,0,1,2,"(451,902]","(20,7604]"
688,5,4163,1,1,0,0,1,10,"(0,451]","(15188,22772]"
145,6,6683,1,0,0,0,1,5,"(902,1353]","(20,7604]"
72,5,4972,1,1,0,0,1,2,"(451,902]","(20,7604]"
494,1,13566,1,1,0,0,0,12,"(1353,1804]","(20,7604]"
497,6,7193,1,0,0,0,0,11,"(902,1353]","(20,7604]"
805,6,4340,1,0,0,0,1,2,"(0,451]","(22772,30356]"
514,7,0,0,0,0,0,1,3,,"(20,7604]"
208,2,3730,1,1,0,0,0,12,"(0,451]","(20,7604]"
146,5,7115,1,0,0,1,1,1,"(451,902]","(7604,15188]"
568,6,5594,1,0,0,0,1,1,"(451,902]","(20,7604]"
404,4,4070,1,0,0,0,1,3,"(451,902]","(20,7604]"
245,4,7971,1,0,0,1,0,8,"(451,902]","(20,7604]"
56,6,7761,1,0,0,0,1,9,"(451,902]","(20,7604]"
964,5,10768,1,0,0,0,1,11,"(1353,1804]","(20,7604]"
803,2,7707,1,1,0,0,1,5,"(451,902]","(20,7604]"
1105,6,3971,1,0,0,0,1,5,"(0,451]","(20,7604]"
683,4,9201,1,1,0,1,0,6,"(451,902]","(20,7604]"
282,2,5319,1,1,0,0,0,10,"(451,902]","(20,7604]"
15,6,5963,1,0,0,0,1,3,"(451,902]","(20,7604]"
597,6,4007,1,0,0,0,1,2,"(451,902]","(20,7604]"
628,3,4571,1,0,0,0,0,6,"(451,902]","(20,7604]"
1090,1,11055,1,1,0,0,1,10,"(902,1353]","(20,7604]"
200,5,6853,1,0,0,1,0,4,"(902,1353]","(20,7604]"
548,2,3471,1,0,0,0,0,11,"(0,451]","(20,7604]"
624,2,12614,1,1,0,0,0,12,"(902,1353]","(20,7604]"
491,1,7450,1,0,0,0,1,11,"(451,902]","(20,7604]"
712,5,6719,1,0,0,0,1,3,"(451,902]","(20,7604]"
887,6,5356,1,0,0,0,1,2,"(451,902]","(15188,22772]"
585,2,3900,1,0,0,1,0,8,"(451,902]","(20,7604]"
761,5,7804,1,0,0,0,0,6,"(902,1353]","(20,7604]"
1031,4,5432,1,1,0,0,0,5,"(0,451]","(20,7604]"
635,4,4518,1,0,0,1,0,8,"(451,902]","(22772,30356]"
1075,3,9216,1,0,0,1,0,8,"(902,1353]","(20,7604]"
1033,4,15033,1,1,0,0,0,5,"(1353,1804]","(7604,15188]"
407,3,2826,1,0,0,1,1,2,"(0,451]","(20,7604]"
178,5,11080,1,1,0,0,0,3,"(902,1353]","(20,7604]"
268,2,3802,1,0,0,1,0,10,"(451,902]","(20,7604]"
236,5,5921,1,0,0,0,0,10,"(451,902]","(20,7604]"
655,7,0,0,0,0,0,1,8,,"(20,7604]"
300,1,7632,1,1,0,0,1,6,"(902,1353]","(20,7604]"
681,3,3180,1,0,0,0,1,12,"(0,451]","(20,7604]"
123,6,3427,1,0,0,0,0,7,"(0,451]","(15188,22772]"
950,4,4408,1,0,0,0,0,4,"(451,902]","(7604,15188]"
894,3,11261,1,1,0,0,0,4,"(902,1353]","(20,7604]"
772,5,3174,1,0,0,0,0,9,"(451,902]","(20,7604]"
680,4,5229,1,1,0,0,1,11,"(451,902]","(20,7604]"
759,4,6553,1,1,0,0,1,1,"(451,902]","(20,7604]"
696,3,8134,1,1,0,0,0,5,"(902,1353]","(20,7604]"
996,1,5765,1,0,0,0,1,9,"(451,902]","(20,7604]"
281,4,6243,1,1,0,0,0,5,"(451,902]","(20,7604]"
892,7,0,0,0,0,0,0,3,,"(15188,22772]"
484,6,8049,1,0,0,0,0,10,"(451,902]","(7604,15188]"
138,5,8711,1,1,0,0,0,11,"(451,902]","(22772,30356]"
509,4,5825,1,1,0,1,1,9,"(451,902]","(20,7604]"
464,7,0,0,0,0,0,0,9,,"(20,7604]"
941,1,5968,1,1,0,0,1,1,"(451,902]","(20,7604]"
1005,6,5933,1,0,0,0,0,3,"(902,1353]","(20,7604]"
211,3,12656,1,0,0,0,0,5,"(1353,1804]","(20,7604]"
726,7,0,0,0,0,0,0,10,,"(37940,45524]"
223,3,7248,1,0,0,0,1,12,"(451,902]","(20,7604]"
832,5,5165,1,0,0,0,1,6,"(451,902]","(20,7604]"
991,6,6804,1,0,0,0,0,5,"(451,902]","(20,7604]"
226,3,8000,1,1,0,0,0,7,"(451,902]","(20,7604]"
215,5,4966,1,0,0,0,1,7,"(0,451]","(20,7604]"
458,6,8698,1,0,0,0,0,6,"(451,902]","(20,7604]"
772,4,2925,1,1,0,0,0,3,"(0,451]","(20,7604]"
291,7,0,0,0,0,0,0,10,,
453,1,5525,1,0,0,0,0,1,"(451,902]","(68276,75860]"
783,7,0,0,0,0,0,0,12,,"(15188,22772]"
3,7,0,0,0,0,0,1,1,,"(7604,15188]"
519,4,5041,1,1,0,0,1,4,"(451,902]","(20,7604]"
320,3,14116,1,1,0,0,0,11,"(1804,2255]","(20,7604]"
