Store,DayOfWeek,Month,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Promo2,CompetitionDistance_binned
981,4,7,10491,954,1,1,0,1,0,"(2615,2635]"
328,2,4,5656,587,1,1,0,0,0,"(3120,3135]"
189,5,10,9691,1010,1,0,0,1,0,"(5750,5770]"
311,2,3,9510,1038,1,1,0,0,0,"(675,685]"
855,1,12,9706,1012,1,0,0,1,1,"(3435,3445]"
596,7,11,0,0,0,0,0,0,0,"(285,295]"
928,3,6,5176,489,1,0,0,0,1,"(1085,1095]"
175,5,4,0,0,0,1,2,0,0,"(4095,4135]"
689,6,3,4981,577,1,0,0,0,0,"(15000,15045]"
946,4,1,3192,457,1,0,0,0,1,"(2195,2235]"
455,6,3,9879,592,1,0,0,0,0,"(7605,7670]"
413,4,1,6959,918,1,1,0,0,0,"(750,765]"
194,1,11,5068,392,1,0,0,0,1,"(16865,16980]"
274,2,2,3923,930,1,1,0,0,1,"(3630,3670]"
596,5,11,3762,578,1,0,0,0,0,"(285,295]"
1019,7,12,0,0,0,0,0,0,1,"(2730,2755]"
941,7,6,0,0,0,0,0,0,1,"(1195,1205]"
1043,2,6,5868,869,1,0,0,0,0,"(415,425]"
396,3,5,9709,1025,1,0,0,0,0,"(22525,23375]"
164,6,7,4297,471,1,0,0,0,1,"(1155,1165]"
836,4,11,7707,908,1,1,0,0,0,"(2715,2730]"
256,6,6,10820,1440,1,0,0,0,1,"(75,85]"
239,7,3,0,0,0,0,0,0,0,"(605,615]"
887,4,4,9782,782,1,1,0,0,1,"(19505,19740]"
327,5,9,7144,865,1,1,0,0,0,"(1380,1395]"
961,7,3,0,0,0,0,0,0,0,"(9395,9495]"
1038,4,1,4485,415,1,0,0,0,0,"(17195,17315]"
525,2,5,10274,877,1,1,0,0,0,"(1865,1875]"
161,6,8,5125,624,1,0,0,0,0,"(2965,3025]"
642,6,4,3507,486,1,0,0,0,1,"(525,535]"
183,4,5,0,0,0,0,1,0,0,"(9655,9715]"
652,5,8,5318,657,1,0,0,1,0,"(20325,20630]"
742,3,6,11671,1166,1,1,0,0,0,"(4375,4390]"
1079,5,4,7242,617,1,0,0,1,1,"(16625,16725]"
122,6,1,4580,613,1,0,0,0,0,"(53295,75860]"
984,5,1,7394,841,1,1,0,0,1,"(435,445]"
874,5,1,5495,614,1,1,0,0,0,"(3205,3245]"
726,2,3,8678,949,1,0,0,0,0,"(37520,40700]"
643,2,9,5886,913,1,0,0,0,1,"(225,235]"
862,3,7,9304,1181,1,1,0,0,1,"(2830,2845]"
451,5,12,6798,533,1,1,0,0,1,"(2450,2465]"
407,2,4,4515,316,1,1,0,0,1,"(5880,5925]"
499,4,5,0,0,0,1,1,0,1,"(445,455]"
1031,3,5,3491,340,1,0,0,0,0,"(585,595]"
175,4,2,5278,631,1,1,0,0,0,"(4095,4135]"
309,4,6,7593,641,1,1,0,0,1,"(8705,8820]"
740,1,1,8629,561,1,1,0,0,0,"(6380,6445]"
634,4,5,5550,628,1,0,0,0,0,"(18575,18645]"
341,3,4,5223,717,1,0,0,1,0,"(185,195]"
23,2,6,6911,539,1,1,0,0,0,"(4050,4070]"
107,3,1,6965,889,1,1,0,0,0,"(1925,1945]"
463,7,8,0,0,0,0,0,0,0,"(4155,4170]"
389,1,1,14274,1528,1,1,0,0,0,"(6685,6700]"
1012,4,6,6997,587,1,1,0,0,1,"(6325,6380]"
539,4,8,10482,1085,1,1,0,1,1,"(765,775]"
971,5,11,11517,1211,1,1,0,0,1,"(1135,1145]"
657,4,3,9315,1088,1,1,0,1,1,"(75,85]"
992,3,7,5178,587,1,1,0,1,0,"(2475,2500]"
1008,5,7,3774,562,1,0,0,1,0,"(25,35]"
760,2,1,5968,990,1,0,0,0,0,"(555,565]"
532,4,2,3435,475,1,1,0,0,0,"(1065,1075]"
35,6,7,7621,604,1,0,0,0,1,"(7605,7670]"
857,2,2,7813,930,1,1,0,0,1,"(6260,6285]"
361,7,3,0,0,0,0,0,0,1,"(4475,4500]"
519,5,4,5812,644,1,1,0,0,1,"(2500,2520]"
73,7,10,0,0,0,0,0,0,0,"(1645,1660]"
582,7,4,0,0,0,0,0,0,0,"(115,125]"
398,2,1,3479,466,1,0,0,0,1,"(1535,1550]"
1034,4,7,6160,687,1,0,0,0,0,"(13550,13795]"
712,1,1,10443,767,1,1,0,0,1,"(4855,4875]"
962,1,11,13083,1403,1,1,0,0,0,"(255,265]"
32,6,2,2149,274,1,0,0,0,1,"(2905,2925]"
732,2,5,6540,777,1,0,0,0,0,"(34665,37520]"
72,3,5,0,0,0,1,1,0,1,"(2195,2235]"
945,1,7,3554,481,1,0,0,1,0,"(12455,12510]"
1042,1,11,5299,684,1,1,0,0,1,"(3435,3445]"
444,5,7,9950,1149,1,1,0,0,0,"(1695,1705]"
1083,5,10,5472,388,1,1,0,1,1,"(11435,11745]"
88,5,10,6506,712,1,1,0,0,0,"(10610,10715]"
826,2,8,6507,641,1,0,0,1,0,"(7955,8010]"
194,4,8,4201,362,1,0,0,1,1,"(16865,16980]"
562,2,5,18898,3119,1,1,0,0,0,"(1205,1215]"
830,1,2,9023,694,1,1,0,0,1,"(6310,6325]"
390,6,2,9645,984,1,0,0,0,0,"(1595,1605]"
649,5,1,4445,507,1,1,0,0,0,"(14435,14585]"
838,6,5,6727,741,1,0,0,0,1,"(6865,6895]"
244,2,7,7014,661,1,1,0,0,1,"(705,715]"
772,2,6,3694,496,1,1,0,0,0,"(1845,1855]"
529,2,3,9116,809,1,1,0,0,0,"(12895,13000]"
63,1,12,12065,917,1,1,0,0,1,"(3670,3730]"
617,7,4,0,0,0,0,0,0,1,"(8910,8975]"
249,2,8,7675,802,1,0,0,0,0,"(17610,18015]"
907,5,12,5509,664,1,0,0,0,0,"(245,255]"
148,7,3,0,0,0,0,0,0,0,"(2080,2095]"
850,4,1,5423,635,1,0,0,0,1,"(1115,1125]"
1047,1,7,6644,626,1,1,0,1,1,"(3745,3755]"
226,5,2,8002,772,1,1,0,0,0,"(445,455]"
224,6,10,8768,623,1,0,0,0,1,"(7920,7955]"
659,7,3,0,0,0,0,0,0,0,"(1575,1595]"
126,1,6,5201,473,1,0,0,0,1,"(3360,3375]"
589,3,12,7176,638,1,1,0,0,1,"(355,365]"
739,5,4,7899,654,1,1,0,0,1,"(2755,2775]"
51,1,7,7202,500,1,0,0,0,1,"(10510,10585]"
758,1,5,6692,776,1,1,0,0,0,"(19740,19835]"
603,6,9,5039,738,1,0,0,0,1,"(335,345]"
662,5,6,10824,866,1,1,0,0,0,"(1065,1075]"
221,1,2,4189,485,1,0,0,0,0,"(13360,13550]"
631,4,1,5212,643,1,1,0,0,1,"(2860,2875]"
202,5,5,6844,565,1,1,0,0,0,"(5075,5145]"
289,2,6,7068,588,1,1,0,0,0,"(6510,6590]"
216,3,5,7479,909,1,1,0,0,1,"(185,195]"
1074,5,9,5747,638,1,1,0,0,1,"(3325,3345]"
692,6,3,3561,506,1,0,0,0,0,"(35,45]"
208,6,3,2673,421,1,0,0,0,0,"(295,305]"
279,1,4,6841,583,1,0,0,0,1,"(2305,2325]"
898,1,6,11954,1139,1,1,0,0,0,"(18265,18575]"
737,2,6,4641,748,1,0,0,0,1,"(95,105]"
1096,2,4,4682,582,1,1,0,0,1,"(1125,1135]"
970,5,9,3373,402,1,1,0,0,1,"(905,915]"
484,4,2,6288,654,1,1,0,0,0,"(14230,14435]"
530,1,9,5873,957,1,0,0,0,0,"(18105,18265]"
303,3,11,6399,670,1,1,0,0,1,"(15385,15595]"
621,1,7,6296,823,1,0,0,1,0,"(25,35]"
490,2,3,10128,1283,1,1,0,0,1,"(655,665]"
847,5,5,10592,1364,1,0,0,0,1,"(185,195]"
233,2,7,7773,927,1,0,0,1,0,"(1885,1905]"
403,6,12,7635,758,1,0,0,0,0,"(4925,4985]"
586,6,9,15534,2845,1,0,0,0,0,"(245,255]"
870,5,8,12437,1176,1,1,0,1,0,"(775,790]"
915,5,7,6382,530,1,0,0,0,1,"(645,655]"
659,6,8,3853,466,1,0,0,0,0,"(1575,1595]"
261,7,3,0,0,0,0,0,0,1,"(15295,15385]"
63,2,2,6878,603,1,1,0,0,1,"(3670,3730]"
499,5,7,6265,861,1,1,0,0,1,"(445,455]"
205,3,12,7775,958,1,1,0,0,0,"(105,115]"
735,3,3,3526,423,1,0,0,0,0,"(1915,1925]"
275,2,1,5275,572,1,0,0,0,1,"(295,305]"
979,6,1,4894,583,1,0,0,0,1,"(2265,2275]"
585,7,1,0,0,0,0,0,0,0,"(435,445]"
77,6,3,8143,699,1,0,0,0,1,"(1085,1095]"
20,5,5,8505,848,1,1,0,0,1,"(2335,2355]"
604,7,1,0,0,0,0,1,0,0,"(10920,11035]"
1043,5,4,8628,1259,1,1,0,0,0,"(415,425]"
276,2,2,3898,535,1,0,0,0,1,"(2955,2965]"
730,7,7,0,0,0,0,0,0,0,"(1185,1195]"
124,5,3,5419,705,1,1,0,0,0,"(1405,1415]"
607,6,7,1507,178,1,0,0,0,1,"(345,355]"
171,3,6,7231,764,1,0,0,0,0,"(2635,2670]"
928,7,6,0,0,0,0,0,0,1,"(1085,1095]"
715,7,4,0,0,0,0,0,0,0,"(14715,14885]"
800,3,5,0,0,0,1,1,0,0,"(2010,2025]"
518,5,3,5281,497,1,0,0,0,1,"(3325,3345]"
971,6,11,11254,1298,1,0,0,0,1,"(1135,1145]"
791,2,10,7996,821,1,1,0,1,0,"(5925,5965]"
56,6,3,9269,625,1,0,0,0,1,"(6590,6625]"
412,4,3,7531,518,1,1,0,0,1,"(4455,4475]"
333,4,3,9778,1308,1,1,0,1,0,"(3670,3730]"
459,7,11,0,0,0,0,0,0,1,"(245,255]"
686,6,5,3490,383,1,0,0,0,0,"(20005,20325]"
476,5,11,6799,753,1,1,0,0,0,"(8255,8350]"
139,5,4,5851,504,1,0,0,0,1,"(1695,1705]"
1075,4,7,12907,1116,1,1,0,0,0,"(1405,1415]"
597,6,6,4670,681,1,0,0,0,1,"(145,155]"
892,3,2,7777,753,1,1,0,0,0,"(19365,19505]"
967,6,5,7397,788,1,0,0,0,1,"(3545,3565]"
82,3,12,15440,1248,1,1,0,0,1,"(22370,22415]"
75,6,9,5214,598,1,0,0,0,0,"(22415,22525]"
631,5,9,5460,683,1,1,0,0,1,"(2860,2875]"
854,2,6,4657,526,1,0,0,0,1,"(4755,4795]"
379,6,6,3210,398,1,0,0,0,0,"(6625,6685]"
69,3,3,7222,978,1,0,0,0,1,"(1125,1135]"
64,1,3,8118,627,1,0,0,0,1,"(22525,23375]"
126,1,12,4517,448,1,0,0,0,1,"(3360,3375]"
70,6,4,7661,840,1,0,0,1,0,"(4830,4855]"
686,3,3,7000,853,1,1,0,0,0,"(20005,20325]"
1015,5,7,6791,530,1,1,0,0,1,"(9810,10030]"
1055,2,9,5763,812,1,0,0,0,0,"(1975,1985]"
754,5,1,8209,1005,1,1,0,0,1,"(375,385]"
511,3,8,4474,726,1,0,0,0,0,"(2055,2065]"
530,7,12,5448,936,1,0,0,0,0,"(18105,18265]"
741,6,6,6304,850,1,0,0,0,0,"(11825,12455]"
1022,3,10,5936,729,1,0,0,1,0,"(1505,1525]"
959,6,8,4094,433,1,0,0,0,0,"(1050,1065]"
398,2,10,6191,631,1,1,0,0,1,"(1535,1550]"
541,1,3,9307,1104,1,1,0,1,0,"(645,655]"
866,3,3,6108,420,1,1,0,0,1,"(9655,9715]"
403,2,3,8945,814,1,1,0,0,0,"(4925,4985]"
316,7,10,0,0,0,0,0,0,0,"(8995,9135]"
818,4,1,0,0,0,0,1,1,1,"(485,495]"
142,5,5,5603,691,1,1,0,0,0,"(1085,1095]"
258,5,6,5253,485,1,0,0,0,1,"(27070,28360]"
879,7,5,0,0,0,0,0,0,1,
729,3,8,9530,1002,1,1,0,1,0,"(8975,8985]"
606,6,7,4036,409,1,0,0,0,0,"(2250,2265]"
60,5,6,7430,665,1,1,0,0,0,"(5465,5585]"
295,4,5,5945,690,1,1,0,0,1,"(205,215]"
819,7,4,0,0,0,0,0,0,0,"(715,725]"
203,5,6,6464,828,1,1,0,0,0,"(485,495]"
142,3,1,4889,588,1,1,0,0,0,"(1085,1095]"
669,5,5,5414,449,1,1,0,0,1,"(16980,17195]"
800,2,7,2858,327,1,0,0,0,0,"(2010,2025]"
30,6,1,4375,706,1,0,0,0,1,"(35,45]"
238,2,1,8757,1237,1,1,0,0,1,"(315,325]"
878,1,7,7431,716,1,0,0,1,0,"(1095,1105]"
721,3,7,8305,737,1,1,0,0,1,"(3575,3605]"
877,3,4,6087,839,1,1,0,0,0,"(28360,29970]"
622,2,5,4233,408,1,1,0,0,0,
466,2,10,5961,651,1,0,0,0,0,"(3105,3120]"
228,7,6,0,0,0,0,0,0,1,"(10770,10920]"
913,5,4,9836,1273,1,1,0,0,0,"(275,285]"
787,2,2,8175,968,1,0,0,1,0,"(3205,3245]"
849,7,12,0,0,0,0,0,0,0,"(4985,5015]"
991,3,4,3887,399,1,0,0,0,0,"(1005,1015]"
358,4,3,7637,925,1,0,0,0,0,"(2885,2895]"
113,4,10,6319,627,1,0,0,0,0,"(20785,21170]"
1069,2,8,7158,839,1,1,0,1,1,"(18015,18105]"
1001,4,4,5054,603,1,1,0,0,1,"(19505,19740]"
1007,1,1,9191,914,1,1,0,0,0,"(4170,4220]"
390,2,6,15724,1263,1,1,0,0,0,"(1595,1605]"
1083,4,3,4240,314,1,1,0,0,1,"(11435,11745]"
417,5,4,4956,602,1,0,0,0,1,"(835,845]"
1109,4,3,5595,496,1,1,0,1,1,"(3480,3525]"
464,3,1,9217,1088,1,1,0,0,0,"(515,525]"
681,4,11,3176,508,1,1,0,0,1,"(615,625]"
505,4,2,5326,671,1,1,0,0,1,"(345,355]"
132,4,4,5994,583,1,0,0,0,1,"(1015,1050]"
40,6,8,5544,785,1,0,0,0,1,"(175,185]"
500,7,11,0,0,0,0,0,0,1,"(10610,10715]"
566,1,11,4333,533,1,0,0,0,1,"(3605,3630]"
988,3,4,4857,815,1,1,0,0,0,"(25,35]"
1072,2,7,8578,710,1,1,0,1,1,"(5370,5415]"
515,1,1,5896,540,1,0,0,0,1,"(11035,11350]"
917,7,5,0,0,0,0,0,0,0,"(7175,7265]"
763,1,2,4733,512,1,0,0,0,0,"(32035,32695]"
211,5,12,12323,1416,1,0,0,0,0,"(345,355]"
937,7,9,0,0,0,0,0,0,1,"(2795,2830]"
251,1,9,17788,2366,1,0,0,0,0,"(335,345]"
284,4,5,0,0,0,1,1,0,1,"(1285,1295]"
17,1,5,4708,716,1,0,0,0,1,"(45,55]"
154,3,4,10226,823,1,1,0,0,0,"(16385,16455]"
1047,3,2,4596,523,1,1,0,0,1,"(3745,3755]"
764,2,6,4806,551,1,1,0,0,1,"(26470,26740]"
496,1,6,13682,1268,1,1,0,0,0,"(2775,2795]"
1076,4,6,2905,524,1,0,0,0,1,"(85,95]"
587,3,3,7529,529,1,0,0,0,1,"(325,335]"
1020,5,6,6945,835,1,0,0,0,0,"(35,45]"
455,7,10,0,0,0,0,0,0,0,"(7605,7670]"
91,2,6,5612,627,1,1,0,0,1,"(2400,2425]"
817,5,6,22946,2996,1,1,0,0,0,"(135,145]"
104,4,7,10387,1284,1,1,0,1,0,"(385,395]"
257,6,3,3118,398,1,0,0,0,0,"(415,425]"
777,7,8,0,0,0,0,0,0,1,"(8205,8255]"
800,6,1,3818,379,1,0,0,0,0,"(2010,2025]"
189,7,5,0,0,0,0,0,0,0,"(5750,5770]"
737,3,3,6836,979,1,1,0,0,1,"(95,105]"
198,3,8,1975,261,1,0,0,1,1,"(285,295]"
376,2,3,6528,855,1,0,0,0,0,"(155,165]"
246,6,7,4598,662,1,0,0,0,0,"(4655,4690]"
978,2,2,8041,992,1,1,0,1,0,"(3880,3895]"
239,2,12,7675,568,1,1,0,0,0,"(605,615]"
891,3,6,8467,1162,1,1,0,0,1,"(345,355]"
264,5,9,5789,851,1,1,0,0,0,"(175,185]"
551,2,10,7525,1128,1,1,0,0,0,"(2185,2195]"
1003,5,1,8685,926,1,1,0,0,1,"(165,175]"
674,1,6,12305,1309,1,1,0,0,1,"(2635,2670]"
328,3,9,3799,496,1,0,0,0,0,"(3120,3135]"
740,4,12,0,0,0,0,3,1,0,"(6380,6445]"
488,2,4,3154,377,1,0,0,1,0,"(2885,2895]"
401,1,9,9492,826,1,1,0,0,1,"(9135,9245]"
152,7,5,0,0,0,0,0,0,0,"(1735,1785]"
326,1,2,2755,258,1,0,0,0,1,"(10030,10245]"
286,3,5,7316,630,1,1,0,0,0,"(1455,1465]"
427,6,8,5724,609,1,0,0,0,1,"(65,75]"
673,3,5,8004,603,1,1,0,0,1,"(15155,15295]"
1079,4,6,0,0,0,1,1,0,1,"(16625,16725]"
357,6,12,7234,925,1,0,0,0,0,"(2055,2065]"
1071,6,6,4672,580,1,0,0,0,1,"(805,825]"
531,3,7,3978,501,1,1,0,1,0,"(4000,4035]"
156,2,2,5174,635,1,0,0,0,1,"(2010,2025]"
1081,1,2,4799,792,1,0,0,0,0,"(395,405]"
184,1,9,6886,646,1,0,0,1,0,"(3545,3565]"
1060,7,2,0,0,0,0,0,0,1,"(3400,3435]"
1095,7,3,0,0,0,0,0,0,1,"(685,695]"
440,2,1,6351,684,1,1,0,0,1,"(3895,3905]"
305,7,2,0,0,0,0,0,0,1,"(2465,2475]"
467,6,6,13507,1548,1,0,0,0,0,"(20325,20630]"
448,2,3,9772,857,1,1,0,0,0,"(3945,4000]"
715,7,2,0,0,0,0,0,0,0,"(14715,14885]"
956,5,12,4954,605,1,1,0,0,1,"(2325,2335]"
573,4,3,2426,264,1,0,0,0,1,"(1185,1195]"
596,5,10,4130,707,1,0,0,0,0,"(285,295]"
586,6,6,15248,2702,1,0,0,0,0,"(245,255]"
131,4,5,4343,481,1,0,0,0,0,"(915,930]"
807,2,8,6779,743,1,0,0,1,0,"(3865,3880]"
588,3,3,5772,686,1,1,0,0,0,"(15715,15745]"
907,7,5,0,0,0,0,0,0,0,"(245,255]"
35,5,11,10722,764,1,1,0,0,1,"(7605,7670]"
360,3,11,6463,704,1,1,0,0,0,"(2025,2045]"
497,3,12,13186,1418,1,1,0,0,0,"(1605,1615]"
318,6,11,5714,543,1,0,0,0,0,"(32035,32695]"
366,2,7,7668,648,1,1,0,1,0,"(6445,6475]"
793,2,3,3030,342,1,0,0,0,0,"(2705,2715]"
393,4,6,4253,464,1,0,0,0,0,"(4795,4830]"
983,3,4,8995,1273,1,1,0,0,1,"(35,45]"
49,2,3,7674,536,1,1,0,0,0,"(17610,18015]"
323,4,5,6046,523,1,0,0,0,1,"(8350,8430]"
561,7,6,0,0,0,0,0,0,0,"(14230,14435]"
66,1,11,6005,482,1,1,0,0,1,"(7605,7670]"
552,1,5,5852,658,1,0,0,0,1,"(4245,4265]"
600,2,5,4397,446,1,0,0,0,1,"(17315,17375]"
112,5,1,5121,727,1,0,0,0,0,"(1625,1645]"
438,2,5,3634,431,1,0,0,0,1,"(1105,1115]"
56,3,12,5750,379,1,0,0,0,1,"(6590,6625]"
890,3,5,4855,398,1,0,0,1,1,"(4435,4455]"
1067,4,4,9054,673,1,1,0,1,0,"(11825,12455]"
310,4,1,7963,742,1,0,0,1,1,"(2285,2295]"
1058,1,6,0,0,0,0,1,0,1,"(175,185]"
234,2,8,13453,1194,1,1,0,1,0,"(4365,4375]"
878,5,2,9359,827,1,0,0,0,0,"(1095,1105]"
805,5,7,7494,702,1,1,0,0,1,"(24265,25065]"
448,2,1,7034,681,1,0,0,0,0,"(3945,4000]"
428,2,9,7000,536,1,1,0,1,1,"(2955,2965]"
270,2,2,7834,1111,1,0,0,0,0,"(1440,1455]"
91,7,6,0,0,0,0,0,0,1,"(2400,2425]"
974,7,3,0,0,0,0,0,0,1,"(145,155]"
344,6,8,7293,1074,1,0,0,0,1,"(295,305]"
142,4,11,5150,597,1,1,0,0,0,"(1085,1095]"
780,1,11,9277,1011,1,1,0,0,0,"(18105,18265]"
506,6,7,5124,607,1,0,0,0,1,"(1845,1855]"
1078,7,11,0,0,0,0,0,0,1,"(665,675]"
1054,6,7,4017,420,1,0,0,0,1,"(13155,13360]"
318,6,10,5333,501,1,0,0,0,0,"(32035,32695]"
384,4,5,0,0,0,0,1,0,1,"(125,135]"
344,3,2,6009,931,1,0,0,0,1,"(295,305]"
159,6,8,6560,600,1,0,0,0,0,"(8470,8545]"
609,5,12,4891,532,1,0,0,1,0,"(2065,2080]"
1016,6,4,3232,368,1,0,0,0,1,"(545,555]"
33,7,2,0,0,0,0,0,0,0,"(1315,1330]"
682,1,3,15822,2120,1,1,0,0,0,"(145,155]"
590,1,12,4491,365,1,0,0,1,1,"(4515,4545]"
703,6,11,2629,260,1,0,0,0,0,"(75,85]"
122,6,3,5827,750,1,0,0,0,0,"(53295,75860]"
557,1,8,3466,583,1,0,0,0,0,"(245,255]"
779,2,6,6056,721,1,0,0,0,0,"(16980,17195]"
249,4,6,5802,573,1,1,0,0,0,"(17610,18015]"
969,2,6,3123,592,1,0,0,0,1,"(595,605]"
516,2,7,4494,666,1,0,0,0,1,"(20,25]"
897,6,10,3752,440,1,0,0,0,1,"(3280,3295]"
684,5,4,0,0,0,1,2,1,1,"(675,685]"
165,1,7,3768,454,1,0,0,0,1,"(3670,3730]"
568,2,4,3715,346,1,0,0,1,1,"(4265,4285]"
106,2,10,8744,772,1,1,0,1,0,"(1380,1395]"
959,6,9,4200,416,1,0,0,0,0,"(1050,1065]"
479,5,12,12488,1416,1,0,0,0,1,"(315,325]"
896,3,1,6671,1019,1,1,0,0,0,"(165,175]"
550,7,9,0,0,0,0,0,0,0,"(45,55]"
956,4,6,3478,458,1,1,0,0,1,"(2325,2335]"
98,7,4,0,0,0,0,0,0,1,"(15045,15155]"
307,5,11,3534,376,1,1,0,0,0,"(18655,18690]"
208,7,3,0,0,0,0,0,0,0,"(295,305]"
297,5,11,5590,679,1,0,0,0,0,"(2295,2305]"
432,5,10,10429,1556,1,1,0,0,0,"(805,825]"
616,2,4,12185,1139,1,1,0,0,1,"(3025,3045]"
672,6,10,10604,1772,1,0,0,0,0,"(235,245]"
994,6,3,2727,263,1,0,0,0,1,"(2285,2295]"
881,2,1,4761,694,1,1,0,0,1,"(175,185]"
64,6,3,9850,844,1,0,0,0,1,"(22525,23375]"
732,1,7,9960,1094,1,0,0,1,0,"(34665,37520]"
1111,1,6,4497,482,1,0,0,0,1,"(1885,1905]"
943,2,7,7593,572,1,1,0,1,0,"(18015,18105]"
615,3,7,11177,1242,1,1,0,1,0,"(725,735]"
1064,1,12,15336,1549,1,0,0,1,0,"(415,425]"
414,1,2,8568,588,1,1,0,0,1,"(6085,6260]"
688,5,10,4163,424,1,1,0,0,1,"(18735,19060]"
145,6,5,6683,1030,1,0,0,0,1,"(275,285]"
72,5,2,4972,526,1,1,0,0,1,"(2195,2235]"
494,1,12,13566,1474,1,1,0,0,0,"(1235,1265]"
497,6,11,7193,930,1,0,0,0,0,"(1605,1615]"
805,6,2,4340,443,1,0,0,0,1,"(24265,25065]"
514,7,3,0,0,0,0,0,0,1,"(1195,1205]"
208,2,12,3730,448,1,1,0,0,0,"(295,305]"
146,5,1,7115,714,1,0,0,1,1,"(8010,8065]"
568,6,1,5594,489,1,0,0,0,1,"(4265,4285]"
404,4,3,4070,609,1,0,0,0,1,"(1415,1425]"
245,4,8,7971,900,1,0,0,1,0,"(1305,1315]"
56,6,9,7761,534,1,0,0,0,1,"(6590,6625]"
964,5,11,10768,1511,1,0,0,0,1,"(265,275]"
803,2,5,7707,582,1,1,0,0,1,"(1735,1785]"
1105,6,5,3971,437,1,0,0,0,1,"(325,335]"
683,4,6,9201,862,1,1,0,1,0,"(2845,2860]"
282,2,10,5319,716,1,1,0,0,0,"(1215,1235]"
15,6,3,5963,633,1,0,0,0,1,"(4095,4135]"
597,6,2,4007,595,1,0,0,0,1,"(145,155]"
628,3,6,4571,635,1,0,0,0,0,"(2175,2185]"
1090,1,10,11055,1123,1,1,0,0,1,"(325,335]"
200,5,4,6853,918,1,0,0,1,0,"(1645,1660]"
548,2,11,3471,328,1,0,0,0,0,"(3755,3765]"
624,2,12,12614,1029,1,1,0,0,0,"(6895,6925]"
491,1,11,7450,522,1,0,0,0,1,"(4655,4690]"
712,5,3,6719,580,1,0,0,0,1,"(4855,4875]"
887,6,2,5356,480,1,0,0,0,1,"(19505,19740]"
585,2,8,3900,644,1,0,0,1,0,"(435,445]"
761,5,6,7804,926,1,0,0,0,0,"(2385,2400]"
1031,4,5,5432,444,1,1,0,0,0,"(585,595]"
635,4,8,4518,556,1,0,0,1,0,"(27070,28360]"
1075,3,8,9216,1016,1,0,0,1,0,"(1405,1415]"
1033,4,5,15033,1360,1,1,0,0,0,"(7670,7730]"
407,3,2,2826,230,1,0,0,1,1,"(5880,5925]"
178,5,3,11080,1023,1,1,0,0,0,"(1705,1720]"
268,2,10,3802,484,1,0,0,1,0,"(4515,4545]"
236,5,10,5921,842,1,0,0,0,0,"(995,1005]"
655,7,8,0,0,0,0,0,0,1,"(950,965]"
300,1,6,7632,923,1,1,0,0,1,"(115,125]"
681,3,12,3180,436,1,0,0,0,1,"(615,625]"
123,6,7,3427,415,1,0,0,0,0,"(16725,16865]"
950,4,4,4408,514,1,0,0,0,0,"(8430,8470]"
894,3,4,11261,1256,1,1,0,0,0,"(185,195]"
772,5,9,3174,459,1,0,0,0,0,"(1845,1855]"
680,4,11,5229,728,1,1,0,0,1,"(165,175]"
759,4,1,6553,692,1,1,0,0,1,"(105,115]"
696,3,5,8134,1065,1,1,0,0,0,"(425,435]"
996,1,9,5765,714,1,0,0,0,1,"(2860,2875]"
281,4,5,6243,558,1,1,0,0,0,"(6950,7065]"
892,7,3,0,0,0,0,0,0,0,"(19365,19505]"
484,6,10,8049,839,1,0,0,0,0,"(14230,14435]"
138,5,11,8711,811,1,1,0,0,0,"(25065,25395]"
509,4,9,5825,486,1,1,0,1,1,"(4690,4755]"
464,7,9,0,0,0,0,0,0,0,"(515,525]"
941,1,1,5968,632,1,1,0,0,1,"(1195,1205]"
1005,6,3,5933,963,1,0,0,0,0,"(6475,6510]"
211,3,5,12656,1519,1,0,0,0,0,"(345,355]"
726,7,10,0,0,0,0,0,0,0,"(37520,40700]"
223,3,12,7248,753,1,0,0,0,1,"(2905,2925]"
832,5,6,5165,512,1,0,0,0,1,"(5050,5075]"
991,6,5,6804,648,1,0,0,0,0,"(1005,1015]"
226,3,7,8000,760,1,1,0,0,0,"(445,455]"
215,5,7,4966,423,1,0,0,0,1,"(145,155]"
458,6,6,8698,866,1,0,0,0,0,"(3375,3400]"
772,4,3,2925,439,1,1,0,0,0,"(1845,1855]"
291,7,10,0,0,0,0,0,0,0,
453,1,1,5525,612,1,0,0,0,0,"(53295,75860]"
783,7,12,0,0,0,0,0,0,0,"(15385,15595]"
3,7,1,0,0,0,0,0,0,1,"(14085,14230]"
519,4,4,5041,506,1,1,0,0,1,"(2500,2520]"
320,3,11,14116,1967,1,1,0,0,0,"(205,215]"
271,1,1,11859,1113,1,1,0,0,1,"(415,425]"
281,6,6,4933,522,1,0,0,0,0,"(6950,7065]"
235,7,8,0,0,0,0,0,1,1,"(5585,5750]"
829,4,1,5915,754,1,1,0,0,0,"(105,115]"
220,7,11,0,0,0,0,0,0,0,"(995,1005]"
240,4,11,3635,352,1,0,0,0,0,"(1105,1115]"
859,3,5,7684,700,1,1,0,0,0,"(21170,21800]"
643,1,1,8321,987,1,1,0,0,1,"(225,235]"
413,7,1,0,0,0,0,0,0,0,"(750,765]"
448,2,2,9519,810,1,1,0,0,0,"(3945,4000]"
1057,1,11,7688,710,1,1,0,0,0,"(3205,3245]"
738,1,7,11843,862,1,1,0,0,0,"(5965,6085]"
